	F0	F1	F2
0	0	0	0
1	0	0	0
2	0	0	0
3	0	0	0
4	2	0	1
5	0	0	0
6	0	0	0
7	3	2	0
8	0	0	0
9	0	0	0
10	0	0	0
11	5	15	4
12	5	9	8
13	18	33	20
14	23	37	19
15	1	0	0
16	46	75	41
17	40	73	46
18	1	0	0
19	121	182	86
20	38	51	32
21	4	3	2
22	86	169	68
23	68	100	45
24	17	30	21
25	27	35	24
26	0	0	1
27	78	88	51
28	5	4	7
29	0	0	0
30	16	17	16
31	115	171	134
32	168	179	100
33	1	2	0
34	333	442	285
35	255	355	177
36	161	216	100
37	73	120	52
38	610	893	843
39	2	3	3
40	0	0	0
41	8	10	9
42	454	622	408
43	2270	3076	2272
44	0	0	0
45	69	92	51
46	25	23	22
47	67	90	84
48	67	107	51
49	0	0	0
50	56	71	34
51	13	21	7
52	313	413	216
53	4	11	11
54	25	47	27
55	100	57	63
56	184	272	176
57	698	1027	578
58	251	351	145
59	198	278	174
60	53	79	41
61	136	205	118
62	43	34	51
63	1	3	3
64	382	559	315
65	0	0	0
66	162	254	128
67	0	0	0
68	0	1	0
69	71	87	56
70	52	76	52
71	34	39	38
72	161	220	122
73	204	262	202
74	208	301	128
75	14	13	10
76	81	100	49
77	30	35	34
78	49	78	73
79	1106	1568	1345
80	1	1	2
81	1537	2063	1872
82	85	95	52
83	103	157	94
84	109	168	94
85	73	73	52
86	117	138	59
87	78	101	49
88	49	83	51
89	305	449	271
90	103	99	96
91	45	47	23
92	45	58	24
93	1	0	1
94	0	1	0
95	0	3	4
96	20	49	15
97	9	17	12
98	22	21	20
99	0	1	0
100	13	10	12
101	32	42	16
102	5	8	3
103	0	0	1
104	217	353	157
105	0	1	1
106	2	6	3
107	0	1	0
108	0	0	0
109	1	0	0
110	1	3	1
111	3	2	1
112	1	1	1
113	0	0	0
114	84	109	73
115	0	1	0
116	0	1	0
117	7	5	16
118	1	0	0
119	0	0	0
120	0	0	0
121	0	0	1
122	2	0	1
123	0	0	0
124	0	0	0
125	40	42	32
126	38	57	29
127	295	429	218
128	60	105	46
129	163	305	129
130	33	68	24
131	53	99	47
132	0	0	0
133	0	0	0
134	55	55	50
135	15	18	9
136	361	503	270
137	0	0	1
138	23	23	16
139	0	1	0
140	191	288	113
141	484	538	511
142	14	19	16
143	137	210	212
144	29	39	21
145	30	54	33
146	64	83	65
147	189	290	222
148	142	233	99
149	274	440	200
150	69	118	61
151	11	13	16
152	16	17	12
153	242	290	171
154	32	44	28
155	281	465	244
156	5	19	17
157	0	0	1
158	370	548	389
159	32	56	83
160	19	27	26
161	0	0	0
162	166	203	206
163	32	27	42
164	23	42	47
165	1	0	1
166	0	0	0
167	58	76	30
168	25	23	7
169	43	77	38
170	121	152	115
171	105	141	75
172	0	0	0
173	16	11	15
174	66	100	43
175	0	0	0
176	249	373	173
177	91	153	87
178	31	31	46
179	27	24	33
180	237	404	212
181	54	66	34
182	43	48	35
183	41	95	41
184	346	496	214
185	0	0	0
186	472	662	398
187	276	271	195
188	93	138	83
189	0	1	1
190	1	0	0
191	831	1194	840
192	112	251	99
193	40	54	19
194	0	1	0
195	5	5	4
196	84	137	54
197	186	275	176
198	60	80	54
199	2	3	1
200	150	233	168
201	1	4	3
202	100	134	59
203	68	135	57
204	64	93	59
205	144	203	99
206	245	416	201
207	60	59	38
208	77	133	103
209	39	51	41
210	29	37	36
211	7	4	4
212	17	33	17
213	50	55	54
214	1208	1400	1210
215	19	21	14
216	32	37	15
217	491	719	392
218	148	256	107
219	452	775	428
220	14	41	16
221	73	79	49
222	23	21	19
223	14	28	25
224	353	464	348
225	105	158	59
226	24	33	9
227	154	209	112
228	15	24	17
229	0	0	0
230	157	324	155
231	94	138	66
