	F0	F1	F2
0	3	0	1
1	3	3	1
2	108	162	159
3	98	106	86
4	25	31	23
5	21	20	35
6	3	3	1
7	20	20	22
8	15	18	16
9	8	3	11
10	33	32	27
11	59	63	46
12	30	22	27
13	541	626	679
14	4	6	1
15	300	330	278
16	0	0	0
17	1	1	0
18	66	50	53
19	23	27	32
20	18	18	13
21	18	15	18
22	0	0	0
23	19	21	18
24	0	2	1
25	7	6	15
26	5	8	3
27	158	125	144
28	7	10	6
29	4	2	6
30	0	0	0
31	23	21	25
32	21	24	17
33	27	31	31
34	3	2	1
35	5	6	4
36	3	7	6
37	96	116	113
38	4	9	5
39	5	2	8
40	8	7	7
41	186	218	198
42	1	2	6
43	81	77	74
44	4	9	3
45	11	13	10
46	10	9	6
47	29	19	16
48	3	8	5
49	66	60	63
50	81	64	53
51	2	3	0
52	129	131	143
53	23	28	38
54	23	18	13
55	3	8	10
56	0	1	0
57	160	136	128
58	49	51	58
59	11	7	7
60	3	3	1
61	3	1	0
62	12	11	18
63	12	11	12
64	11	12	10
65	9	8	5
66	14	13	15
67	58	59	44
68	3	8	3
69	1	2	2
70	0	1	0
71	19	4	27
72	52	50	41
73	2	1	5
74	3	9	5
75	2	4	0
76	41	57	37
77	2	1	0
78	5	3	3
79	27	30	14
80	5	5	2
81	9	11	15
82	43	31	29
83	10	13	15
84	20	9	15
85	197	184	175
86	2	9	3
87	37	37	34
88	152	120	117
89	2	4	0
90	6	4	4
91	68	65	48
92	19	14	13
93	22	22	26
94	30	26	36
95	7	4	3
96	6	8	3
97	71	81	63
98	43	37	31
99	8	15	4
100	1	1	4
101	162	169	117
102	53	50	47
103	52	35	31
104	2	1	1
105	18	20	21
106	40	25	31
107	10	6	8
108	0	0	0
109	11	7	12
110	1	1	5
111	10	7	10
112	0	0	0
113	3	4	2
114	29	18	25
115	0	0	0
116	13	6	12
117	1	1	0
118	8	5	5
119	25	13	34
120	164	144	151
121	9	5	4
122	1	2	1
123	235	221	241
124	17	17	13
125	65	64	60
126	16	3	11
127	26	11	8
128	4	6	2
129	29	17	19
130	0	0	0
131	30	28	24
132	22	18	11
133	15	20	23
134	152	187	171
135	29	29	30
136	0	0	0
137	3	4	5
138	108	100	88
139	7	2	1
140	16	12	14
141	115	93	56
142	13	17	7
143	16	15	23
144	235	261	211
145	74	75	43
146	0	0	1
147	1	0	0
148	14	21	13
149	331	300	219
150	8	3	7
151	21	10	17
152	40	28	19
153	31	25	44
154	162	175	169
155	53	47	39
156	1	4	6
157	8	4	5
158	8	7	4
159	2	2	4
160	12	4	8
161	151	142	135
162	54	33	56
163	2	1	3
164	16	14	13
165	0	0	0
166	0	0	2
167	22	29	13
168	39	31	42
169	16	11	22
170	8	5	8
171	9	13	17
172	3	6	7
173	68	76	46
174	175	172	196
175	0	1	0
176	18	24	13
177	3	2	2
178	0	0	0
179	3	5	8
180	0	0	0
181	4	3	4
182	4	14	6
183	5	2	0
184	2	4	1
185	4	8	9
186	20	15	13
187	17	13	13
188	0	0	0
189	4	0	2
190	2	3	5
191	2	1	3
192	3	4	3
193	119	113	128
194	7	2	3
195	9	7	8
196	5	3	2
197	0	0	1
198	5	2	5
199	19	16	16
200	0	0	0
201	43	56	39
202	0	1	2
203	106	66	89
204	54	52	40
205	13	10	6
206	10	12	14
207	0	1	1
208	26	27	23
209	7	6	8
210	1	1	1
211	1	0	1
212	8	5	14
213	35	25	53
214	149	126	122
215	4	2	4
216	39	32	29
217	3	3	0
218	23	14	11
219	21	17	21
220	3	9	3
221	348	367	365
222	53	31	34
223	13	5	7
224	52	37	31
225	506	430	446
226	2	6	5
227	11	9	11
228	13	24	25
229	8	1	4
230	5	6	9
231	0	0	0
232	19	27	18
233	0	0	1
234	0	1	0
235	18	18	11
236	10	13	8
237	40	37	43
238	5	9	10
239	1	1	0
240	14	16	15
241	12	6	9
242	14	13	13
243	1	0	0
244	2	1	3
245	0	0	0
246	0	1	0
247	48	36	48
248	11	12	8
249	1	1	3
250	14	15	10
251	19	15	25
252	35	14	11
253	2	3	3
254	8	8	4
255	70	68	65
256	0	0	0
257	48	45	37
258	27	45	22
259	21	20	10
260	4	11	5
261	13	12	5
262	19	17	15
263	7	8	5
264	27	38	30
265	2	3	8
266	13	20	18
267	32	27	22
268	26	20	29
269	8	1	4
270	4	1	1
271	1	2	0
272	26	23	19
273	4	3	5
274	1	2	2
275	4	4	4
276	1	1	0
277	94	95	84
278	399	386	340
279	122	121	132
280	6	2	0
281	16	14	7
282	123	118	134
283	59	54	68
284	22	22	17
285	152	212	199
286	52	44	52
287	49	61	53
288	16	10	14
289	50	48	55
290	2	0	1
291	1	3	3
292	21	21	17
293	1	3	2
294	5	2	2
295	172	143	151
296	11	16	9
297	132	105	92
298	108	110	102
299	27	33	32
300	0	2	0
301	14	14	12
302	11	11	13
303	0	2	0
304	39	67	41
305	94	75	61
306	45	58	42
307	14	10	6
308	1	2	1
309	5	1	3
310	55	47	40
311	100	78	91
312	334	306	310
313	945	1021	967
314	35	34	25
315	11	9	9
316	23	8	11
317	20	46	12
318	5	4	1
319	17	8	12
320	49	41	46
321	32	23	9
322	0	0	0
323	16	16	9
324	4	8	5
325	20	18	25
326	6	10	7
327	63	48	60
328	7	6	12
329	8	3	4
330	12	16	17
331	20	20	20
332	0	0	0
333	2	5	4
334	1	0	1
335	21	16	25
336	26	28	13
337	12	7	6
338	26	50	34
339	1	0	0
340	5	3	2
341	19	15	10
342	13	13	10
343	87	71	57
344	6	4	7
345	22	16	14
346	8	7	9
347	0	2	0
348	19	14	22
349	20	17	18
350	29	34	36
351	1463	1415	1715
352	14	8	5
353	5	2	2
354	5	8	3
355	15	7	6
356	28	28	23
357	80	68	50
358	2	1	1
359	0	0	0
360	0	0	0
361	0	1	0
362	168	176	134
363	4	6	7
364	35	45	28
365	45	44	50
366	0	0	0
367	36	24	24
368	2	2	5
369	7	4	10
370	28	18	14
371	1	0	0
372	1	1	0
373	9	9	11
374	218	233	254
375	0	0	0
376	4	3	0
377	5	4	6
378	6	3	1
379	53	40	28
380	12	11	13
381	1	0	1
382	97	108	109
383	197	175	174
384	0	0	0
385	1	1	0
386	18	10	15
387	68	72	78
388	53	63	52
389	7	3	3
390	96	88	66
391	145	134	143
392	4	6	3
393	29	39	41
394	52	46	59
395	79	73	63
396	1	0	0
397	2	4	2
398	110	93	118
399	515	561	539
400	1	1	2
401	4	10	8
402	96	88	83
403	3	2	3
404	11	1	3
405	8	9	15
406	5	7	9
407	16	13	13
408	488	480	451
409	77	40	56
410	6	5	5
411	48	38	49
412	4	5	0
413	0	0	0
414	18	29	19
415	0	0	0
416	0	2	1
417	9	21	12
418	52	65	37
419	2	2	2
420	2	2	4
421	4	11	9
422	17	10	10
423	19	10	9
424	0	1	1
425	5	2	6
426	3	1	6
427	3	5	4
428	0	0	1
429	28	48	35
430	90	78	65
431	245	246	244
432	24	19	20
433	9	14	11
434	0	0	0
435	14	8	11
436	24	24	16
437	17	15	18
438	0	0	0
439	4	4	1
440	5	5	9
441	0	2	0
442	65	70	73
443	1	2	5
444	0	0	0
445	7	7	8
446	86	71	55
447	35	26	30
448	12	23	18
449	0	0	0
450	14	11	9
451	3	2	5
452	59	64	53
453	3	4	1
454	26	26	24
455	0	0	0
456	2	10	7
457	164	182	166
458	8	4	2
459	1	1	0
460	0	2	0
461	0	0	0
462	91	85	60
463	45	37	44
464	1019	907	967
465	26	13	9
466	29	30	25
467	77	59	68
468	3	4	2
469	6	5	0
470	5	2	1
471	86	85	77
472	138	114	139
473	12	16	9
474	0	1	2
475	15	20	15
476	0	0	1
477	16	16	16
478	11	12	5
479	0	1	0
480	0	0	0
481	1	2	6
482	25	34	30
483	5	4	2
484	2	3	6
485	14	21	14
486	69	71	57
487	3	1	1
488	21	37	15
489	52	64	51
490	0	0	0
491	15	14	15
492	79	65	68
493	3	3	5
494	86	106	109
495	51	55	63
496	5	3	2
497	2	6	2
498	16	11	15
499	2	1	1
500	27	18	22
501	11	11	8
502	53	49	30
503	19	30	22
504	4	7	5
505	5	11	11
506	1	1	3
507	90	59	55
508	0	0	0
509	0	0	0
510	13	20	21
511	8	6	4
512	0	0	1
513	16	12	11
514	144	125	125
515	8	8	7
516	2	3	0
517	18	9	14
518	13	13	15
519	5	7	4
520	9	4	6
521	16	18	15
522	0	0	0
523	91	93	101
524	87	75	39
525	9	8	7
526	32	45	35
527	4	6	8
528	1	7	2
529	0	0	0
530	1	1	0
531	0	0	0
532	66	60	53
533	7	6	0
534	89	70	72
535	0	1	0
536	6	3	2
537	17	19	14
538	2	1	1
539	6	5	1
540	9	7	7
541	6	3	4
542	0	0	0
543	1	0	1
544	77	78	77
545	2	4	6
546	1	1	3
547	8	13	14
548	0	0	0
549	21	15	18
550	18	12	8
551	1	0	1
552	10	12	9
553	131	120	89
554	5	6	3
555	9	12	11
556	0	0	0
557	9	7	8
558	0	3	4
559	0	0	0
560	17	19	26
561	9	6	7
562	1	4	4
563	3	5	3
564	8	9	3
565	42	37	34
566	15	16	9
567	9	7	5
568	21	26	25
569	447	410	486
570	17	5	4
571	1	2	4
572	35	25	28
573	0	0	0
574	0	0	0
575	151	197	107
576	0	0	0
577	13	8	7
578	3	4	0
579	0	0	0
580	17	20	16
581	51	28	46
582	0	0	0
583	16	11	7
584	2	0	0
585	40	43	37
586	1	1	0
587	39	26	31
588	12	9	12
589	0	0	0
590	0	2	2
591	0	0	1
592	31	28	16
593	23	21	18
594	20	17	10
595	0	0	0
596	22	22	26
597	656	548	655
598	90	62	86
599	53	47	49
600	6	11	15
601	6	4	2
602	6	0	5
603	37	25	26
604	282	236	203
605	26	28	25
606	83	88	90
607	22	24	16
608	3	0	2
609	1158	1137	1043
610	27	38	31
611	60	85	82
612	0	0	0
613	0	0	1
614	38	53	41
615	2	1	3
616	10	2	5
617	11	7	4
618	23	17	18
619	13	9	11
620	3	9	7
621	10	6	11
622	3	2	2
623	8	2	13
624	16	15	12
625	51	55	64
626	2	1	0
627	17	17	18
628	22	11	11
629	5	7	10
630	19	17	15
631	6	7	6
632	59	35	40
633	2	0	0
634	20	22	18
635	0	0	0
636	0	1	0
637	0	0	0
638	180	189	169
639	26	21	20
640	30	32	25
641	5	2	3
642	107	81	83
643	10	8	7
644	127	125	125
645	2	3	1
646	5	15	13
647	47	55	48
648	18	15	11
649	24	20	18
650	8	4	6
651	0	0	0
652	25	29	27
653	2	5	1
654	39	48	23
655	0	0	0
656	42	26	37
657	7	6	6
658	273	243	210
659	24	29	22
660	118	112	78
661	79	76	81
662	1	2	1
663	0	0	0
664	7	9	8
665	2	4	5
666	16	17	8
667	7	28	16
668	27	21	22
669	0	0	0
670	4	2	3
671	21	21	20
672	4	5	2
673	17	25	20
674	13	11	9
675	0	0	0
676	0	3	2
677	120	122	108
678	0	2	2
679	33	29	26
680	9	6	7
681	46	37	46
682	7	4	11
683	59	53	75
684	111	83	112
685	2	1	3
686	0	0	0
687	20	18	24
688	1	3	3
689	41	36	32
690	0	1	0
691	17	11	13
692	135	115	138
693	8	10	5
694	10	24	14
695	0	0	0
696	39	36	36
697	2	4	2
698	3	1	2
699	11	8	10
700	0	0	0
701	13	10	12
702	10	8	18
703	1	6	3
704	0	1	0
705	8	4	4
706	0	0	1
707	0	0	0
708	6	6	11
709	0	0	0
710	9	15	22
711	22	15	16
712	39	23	43
713	90	82	90
714	109	76	67
715	69	65	69
716	23	8	18
717	9	7	7
718	7	2	1
719	5	9	1
720	10	6	9
721	7	14	11
722	4	1	1
723	144	133	115
724	16	26	18
725	53	58	53
726	6	6	8
727	36	29	29
728	102	89	49
729	1	3	3
730	32	34	30
731	50	51	47
732	76	59	42
733	2	1	1
734	0	1	0
735	60	59	52
736	12	12	11
737	53	51	66
738	4	9	5
739	0	0	0
740	216	182	159
741	1	1	4
742	10	7	7
743	37	36	30
744	411	522	447
745	19	18	17
746	145	125	112
747	56	54	46
748	7	5	8
749	1	3	5
750	1	1	1
751	80	74	64
752	3	2	2
753	150	120	111
754	8	1	3
755	0	1	4
756	214	181	190
757	34	30	21
758	1	0	1
759	5	18	9
760	11	9	11
761	57	51	51
762	249	228	205
763	55	57	38
764	21	14	8
765	65	39	75
766	1	1	2
767	2	1	1
768	0	0	1
769	117	133	112
770	12	15	11
771	310	320	313
772	18	9	7
773	24	17	19
774	4	3	5
775	33	37	24
776	10	6	13
777	2	0	0
778	17	22	17
779	7	3	9
780	20	21	23
781	3	2	3
782	4	12	11
783	94	76	87
784	3	4	3
785	6	4	4
786	0	0	0
787	14	20	14
788	52	51	59
789	28	19	35
790	3	2	2
791	16	13	12
792	19	17	8
793	171	175	168
794	42	25	33
795	13	15	16
796	9	13	13
797	1	5	4
798	4	5	5
799	9	3	3
800	19	20	12
801	17	19	20
802	1	1	1
803	478	341	343
804	45	35	35
805	10	7	7
806	39	35	34
807	3	5	3
808	12	8	12
809	0	0	0
810	12	18	20
811	12	9	12
812	13	15	14
813	204	219	215
814	3	1	0
815	0	0	0
816	0	0	0
817	2	4	1
818	13	12	10
819	90	81	77
820	16	6	20
821	3	2	1
822	2	4	2
823	10	4	9
824	47	29	50
825	2	8	8
826	5	4	5
827	34	48	19
828	18	22	13
829	59	43	35
830	4	4	9
831	49	57	48
832	6	7	7
