gene_id	log2FoldChange.sc5314	log2FoldChange.plc124
CAALFM_C100190CA	-0.606653950555404	-0.153931966688693
CAALFM_C100200CA	-0.175758598993464	0.128409291227484
CAALFM_C100210CA	0.0205984369130783	-0.0719930430899984
CAALFM_C100310WA	-0.154175178438863	-0.128429545000824
CAALFM_C100320WA	0.256838371901607	-0.0841390493862098
CAALFM_C100330CA	0.145233716265437	-0.118299505965568
CAALFM_C100370WA	-0.267681119118104	0.046924859040615
CAALFM_C100380CA	0.11646067895884	0.176878440390194
CAALFM_C100410CA	-0.306112142442016	0.00201936769130348
CAALFM_C100420WA	0.0619888114207301	0.0048181956238884
CAALFM_C100430WA	-0.117530057459017	-0.0965440257239308
CAALFM_C100450CA	0.0379855748472314	-0.0100747852997892
CAALFM_C100460WA	-0.171626620263421	0.025733618910744
CAALFM_C100470CA	-0.278871690655042	0.0344915927150627
CAALFM_C100510WA	0.346854686511223	0.206518595758642
CAALFM_C100520WA	0.107268211175716	0.0172167513372523
CAALFM_C100530CA	-0.712312214387251	-0.0846485161235112
CAALFM_C100540CA	-0.0671128971472047	-0.0958139073945925
CAALFM_C100570CA	0.0744886162948699	-0.149210389490221
CAALFM_C100580WA	0.259009410130254	-0.0363244750998734
CAALFM_C100630WA	-0.62393513734391	-0.0244847299787267
CAALFM_C100660CA	0.0673216474531526	-0.0906415441115875
CAALFM_C100700WA	-0.0595614607572304	0.032199392590828
CAALFM_C100760WA	-0.0940117560917858	-0.0662326699423707
CAALFM_C100790WA	0.336794106175708	0.248377886484069
CAALFM_C100810WA	0.655130756168209	0.878960437525869
CAALFM_C100820WA	-0.0121602472483669	0.234928603451834
CAALFM_C100830WA	-0.907186779515402	0.367381876259824
CAALFM_C100860WA	-0.0970110139741306	0.158371234152822
CAALFM_C100880WA	0.196150272616542	-0.0582550345630421
CAALFM_C100890WA	0.0940959248553747	-0.0244051403708031
CAALFM_C100910WA	0.0712374827165822	0.00595405279053907
CAALFM_C100920WA	-0.126359600147948	-0.0632315884641156
CAALFM_C100970WA	0.147673402488404	-0.0734330864208026
CAALFM_C100980WA	0.142362107767576	-0.00547017178925305
CAALFM_C101000CA	-0.180179077933399	-0.0253465779487443
CAALFM_C101010WA	-0.113650947253481	-0.0837679513417786
CAALFM_C101040WA	0.249523937203683	0.0653352181720609
CAALFM_C101050CA	-0.00699448184869444	0.0301166631476191
CAALFM_C101070CA	0.0934668120688725	0.0384663493969255
CAALFM_C101080WA	0.0402211893237497	-0.182672232142271
CAALFM_C101090CA	0.0635907043205971	0.0412696251734399
CAALFM_C101130WA	-0.0456977625054548	-0.160741984372527
CAALFM_C101140CA	-0.161195465818351	-0.0642061257840418
CAALFM_C101150CA	0.041194576103878	-0.00698135340307383
CAALFM_C101160CA	0.250625932628719	0.00944542418889606
CAALFM_C101180CA	-0.343966882097726	-0.074434005175314
CAALFM_C101190CA	0.102617237799321	0.0523446146761281
CAALFM_C101210WA	-0.802063794699734	-0.150725915591589
CAALFM_C101220CA	-0.386983307051982	-0.119085935511991
CAALFM_C101250WA	-0.0284683565440116	-0.0513879000025083
CAALFM_C101290CA	0.0115884413997265	0.251498228423868
CAALFM_C101300WA	0.0900077914214384	0.120354818591211
CAALFM_C101340CA	0.0363483522916056	0.460681320799637
CAALFM_C101360CA	-0.580225915771732	-0.219165326681048
CAALFM_C101390CA	-0.505771445296161	-0.14159449026299
CAALFM_C101400CA	0.0839962735852357	-0.0104845446867336
CAALFM_C101460WA	0.176636505785533	0.0380371166333841
CAALFM_C101470WA	-0.0334967701519128	-0.0772863966362548
CAALFM_C101490WA	-0.00502653336363104	0.0629582471715731
CAALFM_C101510WA	-0.12602073404743	-0.0892936891892235
CAALFM_C101530CA	0.0161143302327087	0.0300954317511125
CAALFM_C101540WA	-0.169289624962261	0.0274776252350474
CAALFM_C101580WA	0.26106695462227	-0.100535252951045
CAALFM_C101590CA	-0.0315047648392052	-0.0211803221132855
CAALFM_C101610CA	-0.102307028551673	0.651930577506822
CAALFM_C101620CA	-0.101966675526649	0.276663447642187
CAALFM_C101630WA	-0.189828851765364	0.0223154019345046
CAALFM_C101680CA	0.204111089473002	-0.0144961889675897
CAALFM_C101710WA	-0.223553498498334	-0.117017969847546
CAALFM_C101750WA	-0.0405973311034856	0.0739496859230047
CAALFM_C101800WA	0.00502142968285269	-0.0385508219590873
CAALFM_C101820CA	0.0476006179034175	0.104240394508167
CAALFM_C101840CA	0.0626788411531689	-0.210001228820441
CAALFM_C101850CA	0.132860720609805	0.00511721480001361
CAALFM_C101860WA	0.0314105527388545	-0.112162350305049
CAALFM_C101890CA	0.119832300244657	0.00210685381047447
CAALFM_C101900CA	-0.242930132719793	-0.0110340268746414
CAALFM_C101910WA	-0.0710317876905462	0.0494295319095891
CAALFM_C101930WA	0.197584191163227	0.159083309150865
CAALFM_C101940CA	0.109724372577541	0.0865255503266897
CAALFM_C101950CA	0.0958927875903244	0.146395890597917
CAALFM_C101970WA	-1.11353531688286	-0.349839507333753
CAALFM_C102000WA	0.00394569649829733	0.0333170393437257
CAALFM_C102020WA	-0.118049266755388	-0.0166506324163325
CAALFM_C102030CA	-0.206521519971628	0.0209905904873415
CAALFM_C102040CA	-0.322770431023349	0.0459263351811994
CAALFM_C102060WA	0.052939397413837	0.0310860169053962
CAALFM_C102090CA	-0.0517776480619765	0.00221285805505929
CAALFM_C102100WA	0.0543549109010668	-0.107610453638514
CAALFM_C102160WA	-0.0513107839073667	0.119215855643862
CAALFM_C102200CA	0.0317792399768619	0.0393687614379554
CAALFM_C102210WA	-0.219762278170885	-0.0190556012136456
CAALFM_C102220CA	0.0939227344617224	0.231654413053892
CAALFM_C102240WA	-0.480295281456689	-0.0855732857629944
CAALFM_C102270CA	-0.479885161828003	-0.0608604995332089
CAALFM_C102290CA	-0.0717019823593775	0.0257184247506655
CAALFM_C102300WA	-0.114687537790172	0.08544065233976
CAALFM_C102310CA	0.246022166881095	0.127889655783661
CAALFM_C102320CA	-0.0993592646610671	0.0938635625285352
CAALFM_C102330CA	-0.13112127672426	0.154934477662079
CAALFM_C102370CA	-0.244512010783339	-0.21163213070862
CAALFM_C102380CA	-0.171090251993362	-0.0489134646179309
CAALFM_C102390WA	-0.136300591773596	-0.122999900060459
CAALFM_C102410CA	0.213485803948842	0.105262018833398
CAALFM_C102430CA	-0.151628222998994	-0.0719072312057479
CAALFM_C102440CA	0.169487012997349	0.0683546021584337
CAALFM_C102450CA	0.0368198108219657	0.177010839320442
CAALFM_C102470WA	0.127075291690881	-0.124707907876067
CAALFM_C102490CA	-0.0750372079288946	0.123428432108252
CAALFM_C102500WA	-0.125283586755375	0.00184462747896035
CAALFM_C102510WA	0.0622407982220901	0.0792447598387831
CAALFM_C102650WA	0.219374914993496	-0.00033953715586902
CAALFM_C102670CA	-0.586000867943115	-0.0845121387036685
CAALFM_C102680CA	-0.0933915547557132	-0.0808141134242575
CAALFM_C102690CA	-0.387803936328087	0.285981227481989
CAALFM_C102700CA	0.126564022628365	0.0501243479626479
CAALFM_C102720WA	0.200439652817962	-0.0162037671916009
CAALFM_C102730WA	-0.5445884700198	-0.236566200069448
CAALFM_C102740CA	0.22228807641555	0.15154227325332
CAALFM_C102750CA	-0.0725772378144446	-0.0824303364051609
CAALFM_C102760WA	0.227820952764573	-0.0474627279041898
CAALFM_C102770WA	0.214661063129198	-0.0550084340824365
CAALFM_C102780WA	0.272313157755543	0.0217962512222266
CAALFM_C102800WA	0.0457906276974622	-0.260138077424628
CAALFM_C102830WA	-0.0985727239165765	-0.0345052625216709
CAALFM_C102850WA	-0.0410443582669848	-0.134091870549603
CAALFM_C102890CA	0.0736159996081666	0.0321737042059217
CAALFM_C102900CA	0.0917631056157714	-0.0682013646471599
CAALFM_C102910CA	0.0598059452049218	0.0447530582096319
CAALFM_C102940CA	0.205207622721712	-0.21570151975817
CAALFM_C102950WA	-0.00172945394928935	0.201888739886716
CAALFM_C102960CA	0.00855940886541401	-0.0103466660182432
CAALFM_C102970WA	0.00682180122664269	0.0736793363099936
CAALFM_C103040WA	0.306881056184669	-0.0929039813604889
CAALFM_C103050WA	-0.645748341079907	-0.0785313188000776
CAALFM_C103100WA	-0.265145469048851	-0.0809645319355734
CAALFM_C103120WA	0.132974699115406	0.110400342338432
CAALFM_C103140WA	0.142156235407077	0.105822752186092
CAALFM_C103150CA	0.0809801379273595	-0.0211687596281272
CAALFM_C103170CA	-0.178979627724507	0.16868662296567
CAALFM_C103180WA	0.196884828949847	0.10437913805219
CAALFM_C103240WA	0.306413942712233	0.0762278035836983
CAALFM_C103260WA	0.20307557174108	-0.094284527360241
CAALFM_C103270WA	-0.00279625576518211	0.164120145495595
CAALFM_C103280WA	0.15988710284144	-0.0692108125712573
CAALFM_C103310WA	-0.449995333481589	-0.0305481114621815
CAALFM_C103330CA	0.10626059343376	-0.00189349854226831
CAALFM_C103360WA	-0.0156870888080667	-0.186174488073561
CAALFM_C103370WA	0.0157740617918789	-0.121367894177482
CAALFM_C103400WA	0.082537981459491	-0.0743302437214515
CAALFM_C103410WA	0.0307452087854153	-0.083226831806282
CAALFM_C103430WA	0.031119694282536	-0.116857896312919
CAALFM_C103440CA	-0.101784628462758	0.0147906595922802
CAALFM_C103450CA	0.14810061066989	0.0353543518419594
CAALFM_C103460CA	-0.432099846159188	-0.295114041541484
CAALFM_C103470CA	-0.506966090796409	-0.562466785057675
CAALFM_C103490WA	0.0550420306997533	-0.00802683440028809
CAALFM_C103510CA	-0.157128227899514	0.0578800096806008
CAALFM_C103540CA	0.115861246682366	-0.0345341344941938
CAALFM_C103580WA	0.193030341402938	-0.607797749889948
CAALFM_C103600WA	-0.0103290278242167	0.00602082536337614
CAALFM_C103620CA	0.127692236034636	0.0950269765581025
CAALFM_C103630WA	-0.162991264214199	-0.0310142119786052
CAALFM_C103660WA	0.156784400711773	0.0887064021256363
CAALFM_C103690WA	-1.19323821100109	0.077903382590363
CAALFM_C103720CA	0.121733749446875	0.0486521117734881
CAALFM_C103750WA	0.313942087826598	0.194046193579635
CAALFM_C103790CA	0.0588868216479622	0.117131248411716
CAALFM_C103830CA	0.181901609064542	0.0961581614884344
CAALFM_C103840WA	0.205018939641488	-0.204632317970222
CAALFM_C103870CA	-0.208803895391377	0.190111581013048
CAALFM_C103880CA	-0.349010640908469	-0.655444278340583
CAALFM_C103890WA	-0.27320860683859	-0.247583528905555
CAALFM_C103910CA	0.13961534168678	0.0532865155258701
CAALFM_C103920CA	-0.534509045903344	-0.126724177040751
CAALFM_C103930WA	-0.0160050540428257	-0.128888131995676
CAALFM_C103940WA	0.232263757154984	0.10960857541247
CAALFM_C103950CA	0.139800130738645	0.054080275014878
CAALFM_C103960CA	0.00969681790699128	-0.0527249812510536
CAALFM_C103990WA	0.109922833636928	0.355255793004364
CAALFM_C104010CA	-0.169411229516295	0.0314249672109643
CAALFM_C104030WA	-0.00681385000959939	0.0765844713133353
CAALFM_C104040CA	0.030920991381437	0.0862042271333598
CAALFM_C104090CA	0.0406333902333364	0.0829177306640557
CAALFM_C104110WA	0.113975211461291	-0.0510979087454583
CAALFM_C104120CA	0.199909002590515	0.0835648489139074
CAALFM_C104150CA	-0.0472512568176423	-0.0755400961652146
CAALFM_C104160CA	-0.256208292845746	0.163036768482495
CAALFM_C104180WA	-0.281998123801214	-0.0152769358368428
CAALFM_C104190CA	-0.0543508683848158	0.0393748628057333
CAALFM_C104200CA	-0.373984778253417	0.123750741031019
CAALFM_C104220CA	-0.0669976250051325	-0.02739812909738
CAALFM_C104230WA	0.179413050012308	0.0024640275856424
CAALFM_C104270CA	-0.51369666981866	-0.00895787206949013
CAALFM_C104280CA	0.211562332925495	0.507912976411915
CAALFM_C104340CA	0.233183101346556	0.182562804559543
CAALFM_C104350CA	-0.0150320879879903	-0.111333172689358
CAALFM_C104360CA	0.319376043710452	-0.0478441082620198
CAALFM_C104370CA	0.0717101295086558	-0.049096427742727
CAALFM_C104430CA	0.337746376194908	-0.0819225265461028
CAALFM_C104440WA	NA	-1.81666563467448
CAALFM_C104460CA	0.23489591909344	0.270474863010588
CAALFM_C104470CA	0.888358878252689	0.480484194190571
CAALFM_C104490WA	0.117669524477782	-0.200645499689165
CAALFM_C104510WA	-0.0128957817915352	0.0258461817489039
CAALFM_C104530CA	0.131828556164586	0.0758951059517807
CAALFM_C104560WA	0.122669776841482	0.0672450930365652
CAALFM_C104580CA	0.504444290072551	0.680379624214822
CAALFM_C104590WA	0.894914737022713	1.46372985618352
CAALFM_C104600CA	-0.602038204983515	-0.0191228023398507
CAALFM_C104620WA	0.103294201356898	0.0157405077171824
CAALFM_C104630CA	0.00553009648128186	-0.000153103249815808
CAALFM_C104640WA	-0.053047855056901	-0.0195713391697102
CAALFM_C104690CA	-0.540844159884524	0.023725836395305
CAALFM_C104700CA	0.419370954297362	0.48889002928735
CAALFM_C104710CA	0.0828451732872177	0.055875648565323
CAALFM_C104720WA	-0.843969823954255	0.0190035077391311
CAALFM_C104780CA	-0.083962207937426	0.296224711902106
CAALFM_C104790WA	-0.145684482814731	0.22164170644068
CAALFM_C104800CA	-0.629311444050346	0.0927983849245099
CAALFM_C104820CA	-0.288573966312764	0.00931462860198722
CAALFM_C104840CA	-0.0404086211021031	0.135851104228703
CAALFM_C104860WA	0.060268312988036	0.0609556665238796
CAALFM_C104910CA	-0.123628461646742	-0.116691966305205
CAALFM_C104930CA	-0.5820346206078	0.224160559648106
CAALFM_C104940CA	-0.150319222051988	0.142154298967361
CAALFM_C104960CA	0.163186841245676	0.0808779229106662
CAALFM_C104970WA	-0.14139541615826	0.00585812602824484
CAALFM_C104980CA	0.0213584569252965	-0.0152143348504633
CAALFM_C104990CA	0.228015300908075	-0.0608666294887825
CAALFM_C105010CA	-0.0247291126510969	0.230660775599351
CAALFM_C105100WA	-0.23313430127417	0.0388091495456038
CAALFM_C105120WA	0.0818021956790772	0.0248802456349948
CAALFM_C105150CA	-0.899547399104773	0.411095062188908
CAALFM_C105160CA	0.0721481469381506	-0.00379030332958863
CAALFM_C105180CA	-0.144074679082684	0.0994712775523589
CAALFM_C105190CA	0.0978052145599795	0.161584066856415
CAALFM_C105200CA	-0.21179869650558	-0.148992491007752
CAALFM_C105210CA	0.203321543489747	-0.0390903006020189
CAALFM_C105220CA	0.0672284074565259	0.145801001712756
CAALFM_C105230WA	-0.0043095275872453	0.23481911334787
CAALFM_C105250WA	NA	NA
CAALFM_C105270CA	0.426309792387774	-0.0412644338407475
CAALFM_C105280WA	0.00437346758697783	0.0103327601002032
CAALFM_C105320CA	0.134072315463591	0.0355564152514806
CAALFM_C105330CA	0.394930138846131	0.0859047372980054
CAALFM_C105360CA	0.1985050799287	0.0332696976511412
CAALFM_C105370CA	-0.297423311515754	-0.125632240180223
CAALFM_C105380CA	0.0332155335597633	-0.0278410494305882
