cds_id	plc124_fluc_rep01	plc124_fluc_rep02	plc124_fluc_rep03	plc124_ut_rep01	plc124_ut_rep02	plc124_ut_rep03
XP_720315.1	15326	11971	14620	11831	13976	12049
XP_720314.1	3708	3342	3855	3666	3792	4363
XP_720313.1	2942	2160	2817	3279	3434	2963
XP_019331024.1	78267	62577	80628	68243	72682	88094
XP_720311.1	626	390	378	799	787	384
XP_720310.1	5436	5382	5621	5456	5903	6199
XP_720309.1	104450	53074	93451	89140	92396	87449
XP_720308.2	0	0	0	0	0	0
XP_720307.2	191	184	177	214	234	194
XP_720306.1	2325	1563	2454	2252	2134	2502
XP_720305.1	26227	22351	25187	25215	27733	26400
XP_720304.1	2907	2379	2743	2448	2595	2884
XP_720303.1	125	115	124	138	138	77
XP_720301.1	9	10	14	17	19	7
XP_019331025.1	5519	4462	5707	6151	7258	6831
XP_720299.2	392	315	391	454	472	405
XP_712469.2	28	24	12	41	32	17
XP_712470.2	371	290	305	282	350	344
XP_019331026.1	2999	2633	2855	2481	2969	2897
XP_712471.1	55	48	73	68	68	56
XP_712472.1	699	616	687	826	845	657
XP_712473.1	753	686	714	658	742	725
XP_712474.1	6413	5560	6846	6213	7050	7376
XP_712475.1	2853	2278	2907	2820	3074	3159
XP_712476.1	3535	2276	3469	2978	3288	3845
XP_712477.1	1751	1503	1598	1867	1897	1883
XP_019331027.1	145166	101120	137114	127711	134724	145304
XP_712479.1	1894	1737	1748	1869	2047	1866
XP_712480.1	804	632	727	819	814	778
XP_712481.1	195	244	180	204	277	246
XP_712482.1	415	386	409	383	420	459
XP_712484.1	2509	2556	2468	2279	2381	2350
XP_712485.2	3042	3203	3085	3169	3333	3276
XP_712486.1	2420	2330	2389	2541	2837	2519
XP_712487.1	1562	1593	1405	1600	1674	1532
XP_712488.1	490	474	440	463	515	443
XP_712489.1	522	611	503	432	469	417
XP_712490.1	15	19	11	12	20	12
XP_712491.1	130	164	116	95	135	117
XP_712492.2	740	954	707	917	1069	808
XP_721424.1	1016	888	1063	956	1116	1267
XP_721423.1	2505	2755	2580	2489	2425	2485
XP_721422.1	1353	1109	1117	1511	1602	1255
XP_721421.1	584	574	541	429	472	589
XP_721420.1	22547	20518	22107	21658	22932	25103
XP_721419.1	2013	1792	1818	2035	2349	2085
XP_019331028.1	2559	2633	2721	2631	2502	2762
XP_721417.1	1156	1215	1197	1173	1247	1396
XP_721416.1	1739	1331	1548	1574	1815	1713
XP_721415.1	480	399	431	358	408	466
XP_721414.1	1550	1343	1418	1481	1768	1610
XP_721413.1	6255	4803	6049	5145	5851	5704
XP_721410.1	106	85	86	98	110	76
XP_721409.1	22155	19718	21049	22503	25987	23124
XP_721406.1	236	190	240	218	233	171
XP_721405.1	703	620	671	611	654	658
XP_721404.1	5552	5448	5877	5871	6301	7218
XP_721402.1	868	940	807	838	933	815
XP_721401.1	5500	4201	5156	5359	5501	5696
XP_019331029.1	1804	1480	1922	1620	1911	2205
XP_721399.1	1609	1530	1579	1710	2057	1644
XP_721398.1	1055	834	1162	1067	1050	1277
XP_721397.1	6295	3514	4591	6707	7532	4322
XP_019331030.1	3966	3032	4136	3582	4213	4471
XP_721394.1	5213	4042	3842	4467	5206	3256
XP_721393.1	409	348	361	333	354	280
XP_721392.2	256	271	272	306	320	332
XP_721391.2	68	47	98	47	48	49
XP_721390.1	518	437	448	516	587	486
XP_721389.2	4167	3613	3752	3591	3746	4152
XP_721388.1	932	827	950	903	1033	1016
XP_019331031.1	100	81	96	88	83	95
XP_721387.1	379	409	345	402	410	427
XP_721386.1	691	572	646	710	729	807
XP_721384.1	3044	2101	2890	2947	3168	2999
XP_721382.2	3936	3083	3493	3845	4662	3795
XP_721379.1	212507	138775	206638	197708	217885	227652
XP_721378.1	32296	23059	31852	31385	34287	35833
XP_721377.1	10191	9403	10850	9673	10779	12407
XP_721376.1	1548	927	1182	1248	1446	1112
XP_721375.1	434	369	407	377	430	431
XP_721374.2	6495	5551	5773	6606	7916	5568
XP_019331032.1	8018	6310	8007	7549	8857	8967
XP_721371.2	1844	1434	1607	1817	1839	1768
XP_721370.1	1198	935	1161	1034	1096	996
XP_019331033.1	2883	2346	2645	2836	2906	2688
XP_721369.1	17784	13279	16526	15994	16852	18182
XP_721368.2	365	335	333	372	444	299
XP_721367.1	5115	3866	4788	4763	5173	5495
XP_721366.1	1295	1027	1135	1036	1178	1390
XP_721365.1	3396	2420	3434	3403	3729	3816
XP_721364.1	1677	1369	1573	1649	1653	1776
XP_721363.1	1257	714	845	1227	1280	885
XP_721362.1	23572	14865	20385	23157	24457	22642
XP_721360.2	483	345	501	497	537	508
XP_721358.2	109	82	66	81	129	57
XP_721356.1	117	96	98	104	133	101
XP_721355.1	241	231	281	363	402	224
XP_721353.1	171603	131695	169120	162649	182669	179693
XP_721352.1	2762	1669	2255	3403	3926	2684
XP_721350.1	1613	1463	1555	1407	1771	1616
XP_721349.1	4303	3859	4223	4124	4611	4466
XP_721348.2	48	35	40	59	55	45
XP_721347.1	865	599	726	656	866	689
XP_721346.2	488	330	442	494	516	548
XP_019331034.1	13027	10027	11796	11944	13581	12953
XP_721344.2	3192	2615	3193	3506	3834	3460
XP_721341.1	2355	2212	2140	2218	2425	2489
XP_721340.1	43	35	35	42	70	16
XP_721339.1	148	118	115	132	154	117
XP_721338.1	2230	1474	2038	2170	2242	2362
XP_721337.2	2321	2172	2304	2384	2494	2270
XP_721336.1	1005	697	865	967	974	753
XP_721335.1	911	721	830	810	844	834
XP_721334.2	6427	4668	5759	6827	7660	5862
XP_721333.2	13	12	8	12	11	12
XP_721332.2	207	111	158	197	216	125
XP_721330.2	58	22	39	53	81	26
XP_721329.1	37	43	32	52	60	20
XP_721328.1	13	12	26	18	13	19
XP_721327.2	21	6	19	20	13	6
XP_721325.1	16	18	13	37	26	18
XP_721323.1	17	19	10	20	25	13
XP_721322.1	1268	1358	1183	1260	1379	1270
XP_721321.2	275	331	232	351	274	205
XP_721320.1	3058	3104	2945	3018	3230	2908
XP_721319.2	9158	8116	8481	8537	9161	8966
XP_721318.2	2446	2789	2139	2519	2651	2297
XP_721317.2	2827	2577	2531	2861	3223	2756
XP_721316.2	14	19	33	21	16	7
XP_721315.1	529	530	709	566	594	746
XP_721313.1	33478	22373	31161	26145	29589	28660
XP_721312.2	1475	1314	1207	1247	1380	1306
XP_721310.2	0	0	0	1	0	0
XP_721308.2	10	8	2	2	0	8
XP_721307.1	1166	1008	989	925	1069	1144
XP_721306.2	1458	1219	1323	1435	1539	1398
XP_019331035.1	1333	1073	1268	1118	1192	1199
XP_721304.1	1479	1230	1434	1410	1584	1633
XP_721303.2	2436	2644	2466	2375	2874	2528
XP_721302.1	237	260	262	276	351	208
XP_019331036.1	992	1339	1005	1048	1024	1054
XP_721301.1	190	223	143	195	176	172
XP_721300.1	1237	1097	1205	1164	1261	1191
XP_721299.1	591	552	511	628	698	622
XP_721298.1	765	761	720	659	883	747
XP_721296.2	2018	2279	2040	2071	2391	1776
XP_710751.1	6645	4946	5900	5200	5455	5803
XP_710115.2	90	27	64	82	87	172
XP_710114.2	15	6	10	6	11	34
XP_710750.1	469	440	468	463	545	492
XP_710749.1	12622	11692	10652	12072	13325	10714
XP_710748.1	114	148	100	119	124	96
XP_710747.1	307	302	192	234	286	171
XP_710746.1	1164	1286	1111	1119	1248	1143
XP_710745.1	3126	2562	2802	2764	3140	3120
XP_710744.1	1548	1572	1412	1390	1365	1424
XP_717009.1	10024	7241	9465	9577	11047	9504
XP_717006.2	9011	7271	8768	8111	8926	11763
XP_717004.2	9413	7365	8795	9527	10353	9402
XP_717003.2	7975	6742	7961	7913	8672	8975
XP_717002.1	4856	2883	4681	4371	5102	5159
XP_717001.1	457	393	438	428	512	470
XP_717000.1	40210	31233	37461	21907	22833	22539
XP_716999.2	2512	2101	2250	1946	2042	1970
XP_716997.2	12710	10232	11781	11692	12619	11520
XP_716996.2	834	734	882	825	907	850
XP_716995.2	103	90	76	121	105	71
XP_716993.1	19992	15038	18108	19676	21589	17936
XP_716992.1	25753	20675	24919	24843	25889	26695
XP_716991.2	153	153	158	178	202	126
XP_716990.1	4956	4398	4813	4663	5066	5355
XP_716989.1	2927	2554	3222	2979	3297	3442
XP_716988.1	4091	3114	4280	4176	4420	4819
XP_716987.2	850	604	826	845	1008	874
XP_716986.1	4141	3417	4078	3858	4131	4279
XP_716985.2	2512	1861	2426	2520	2892	2345
XP_716984.2	2936	1879	2420	3208	3575	2042
XP_716983.2	2095	1627	2130	2007	2122	2278
XP_716982.2	10164	10284	10219	10578	11452	12351
XP_716981.1	555	503	548	557	597	562
XP_716980.1	487	483	506	530	581	413
XP_716979.1	220	190	221	226	220	251
XP_716978.1	2306	1635	1915	1965	1941	2083
XP_716977.2	3115	2298	2939	2746	2921	3090
XP_716974.2	10809	8831	10152	9960	11083	10768
XP_019331037.1	3299	3151	3410	3235	3449	3540
XP_716968.1	168	163	167	143	192	220
XP_716967.1	41	13	24	34	48	45
XP_716966.2	5977	4801	6187	6067	6299	6864
XP_716965.1	383	275	326	366	337	343
XP_716964.2	115	103	115	138	146	112
XP_716963.2	50	55	67	80	81	24
XP_716962.2	3080	2317	2784	2749	2983	2793
XP_716961.2	563	504	596	578	608	590
XP_019331038.1	9655	5087	7507	8850	11012	6588
XP_716959.2	282	223	235	300	349	304
XP_716957.2	907	961	986	864	944	1016
XP_716956.2	5424	4259	5242	5433	6030	5579
XP_716955.1	156	172	141	130	155	143
XP_716954.2	2026	1499	1778	1636	1986	1872
XP_716953.2	40429	30414	38390	36851	40123	40696
XP_716952.1	244	262	197	243	232	222
XP_716951.2	19025	14457	16219	20389	23186	16334
XP_716948.2	156	166	175	173	175	169
XP_711686.2	1671	1012	1486	1764	1773	1298
XP_711685.2	803	657	707	665	704	597
XP_711684.2	165	114	107	105	102	56
XP_711683.2	2973	2534	2692	2931	3592	2526
XP_711682.2	19097	15426	18292	17310	18504	19456
XP_711681.2	480	411	520	479	512	476
XP_711680.2	530	416	475	551	612	571
XP_711679.2	8095	6193	8024	7452	8241	8112
XP_711678.2	2387	1926	2166	2089	2294	2392
XP_019331039.1	339	297	400	336	373	333
XP_711676.1	2572	1902	2285	2186	2202	2271
XP_711675.2	16341	14901	16331	15362	16849	16969
XP_711674.2	1612	1525	1482	1574	1910	1503
XP_711673.2	1317	1024	1350	1207	1425	1216
XP_711672.2	919	774	846	686	891	761
XP_711671.1	575	539	469	488	535	437
XP_711670.1	120	117	109	104	141	115
XP_711669.2	33	26	23	18	34	23
XP_712157.2	4799	4019	4385	5566	6444	4435
XP_712158.2	1226	1075	1197	1159	1371	1251
XP_712159.1	1008	881	1064	867	972	942
XP_712137.2	402	357	393	353	405	443
XP_712138.1	974	810	924	836	826	1007
XP_712139.1	7331	6727	7236	6680	7649	7306
XP_712140.1	31	39	15	26	43	14
XP_712141.1	39	33	25	32	37	9
XP_712142.1	133	141	120	144	153	87
XP_712143.1	513	394	402	441	559	421
XP_712144.1	2080	1906	1927	2038	2171	1937
XP_712145.1	4965	4908	4499	4807	5246	4939
XP_712146.1	5268	5296	5198	5280	5754	5434
XP_712147.1	1604	1526	1477	1690	1808	1818
XP_019331040.1	1770	1472	1597	1390	1562	1677
XP_712150.1	1215	1107	1249	1231	1155	1308
XP_712151.1	676	629	644	544	723	628
XP_712153.1	31401	25295	30827	28920	31471	33010
XP_712154.1	33489	25198	31929	31647	34574	35869
XP_712155.2	98	68	62	82	100	100
XP_710536.1	108	89	95	88	92	104
XP_710535.1	4856	4766	4506	4769	5428	4474
XP_710534.2	1068	915	890	1079	1275	795
XP_710533.1	3978	3542	3579	3665	3925	3777
XP_710532.1	723	692	657	896	965	679
XP_710530.1	374	346	346	344	457	388
XP_710529.1	729	889	765	734	800	751
XP_715252.1	68	62	59	50	64	43
XP_715251.1	4188	4194	4075	4268	4293	4287
XP_715250.1	978	1139	865	876	998	961
XP_715249.1	5578	4384	4252	5364	6020	4055
XP_715248.1	240	206	177	179	168	181
XP_715247.1	649	698	514	666	781	477
XP_715246.1	2022	2064	1868	2058	2206	2267
XP_715245.1	2989	4416	3600	3368	3800	4305
XP_715244.1	3768	2748	3547	3325	3779	3209
XP_019331041.1	1181	1160	1184	1163	1304	1319
XP_715242.1	862	809	791	901	997	813
XP_715241.1	5602	5393	6135	5676	6295	7411
XP_715239.1	568	451	482	527	582	647
XP_715237.1	5513	2205	2896	5082	6370	2401
XP_715236.1	2832	2187	2588	2819	2943	2448
XP_715235.1	4814	3974	4559	4986	4939	5732
XP_715234.1	3377	2866	3590	3218	3471	3726
XP_715233.1	646	463	593	534	620	580
XP_715232.1	871	673	711	764	880	797
XP_715231.1	1976	1420	1690	1638	1790	1700
XP_715230.1	1749	1391	1525	1558	1791	1559
XP_715228.1	4822	4038	5291	4789	4964	5597
XP_715227.1	5069	3922	5416	4565	4824	6165
XP_715226.1	5667	4330	5022	5095	5594	5135
XP_715225.1	3923	2890	3886	3710	3850	4250
XP_715224.1	3515	2648	3490	3491	3589	3621
XP_715222.1	350	306	278	348	365	310
XP_715219.1	36	14	15	18	31	25
XP_715216.1	67	30	67	57	68	38
XP_715215.1	1516	1093	1476	1485	1629	1675
XP_715214.1	760	569	761	726	719	878
XP_715213.1	1060	781	1052	1036	1257	1043
XP_715212.1	304	214	193	221	305	237
XP_715210.1	12353	9381	12587	10839	11438	14470
XP_715209.1	2547	1977	2345	2449	2665	2551
XP_715208.1	2761	2338	2742	2703	3038	2763
XP_715207.1	433	345	390	488	499	401
XP_019331042.1	498	339	363	366	440	366
XP_715205.1	917	647	786	964	1002	894
XP_715203.1	8728	8200	8802	8269	9375	10121
XP_715202.1	13236	12111	12489	12915	14188	13425
XP_715201.1	7379	5284	7678	7357	7736	8975
XP_715199.1	5089	3083	3883	5349	6138	3481
XP_715198.1	3593	2819	3394	3408	3901	3910
XP_715197.2	256	202	221	295	342	215
XP_019331043.1	5922	3823	4893	5667	6555	4818
XP_715190.1	2228	1517	2206	2269	2586	2671
XP_715189.1	1359	844	1220	1288	1482	1207
XP_715188.1	382	316	438	363	446	569
XP_715187.1	40211	33153	45163	42800	47365	59230
XP_715182.1	274	175	199	375	438	235
XP_715181.1	195	83	168	172	194	180
XP_715179.1	1210	729	1254	1182	1239	1437
XP_019331044.1	74	67	79	91	85	113
XP_715178.1	219	205	244	302	299	227
XP_718699.2	955	806	803	999	1059	893
XP_718698.1	859	706	892	819	1060	1082
XP_718696.1	1061	728	1081	1097	1133	1127
XP_718695.1	205	177	253	271	300	174
XP_718694.1	4707	2778	3865	4799	5457	3569
XP_718693.1	1379	914	1389	1550	1908	1309
XP_718690.1	38736	25507	37824	35287	38996	41138
XP_718687.1	1418	775	1323	1312	1300	1390
XP_718685.1	749	534	643	814	1094	648
XP_718684.1	2611	1710	2467	2373	2616	2661
XP_718680.1	6719	5346	6740	5946	6686	7601
XP_718679.1	2636	1977	2718	2400	2749	2861
XP_718678.1	1017	964	1089	1097	1245	1185
XP_718677.1	1551	1014	1360	1323	1526	1475
XP_718676.1	975	658	798	827	915	824
XP_718675.1	926	573	778	896	845	793
XP_718674.1	1094	586	864	1102	1225	629
XP_718673.1	4044	3248	4356	3844	3957	4763
XP_718671.1	1913	1185	1786	2153	2287	2229
XP_718670.1	536	418	519	586	596	476
XP_718669.1	419	363	337	352	393	398
XP_718668.1	23749	18965	22202	21982	24991	23352
XP_019331045.1	1715	1680	1690	1728	1761	2008
XP_019331046.1	21594	13716	21316	19911	20690	24164
XP_718667.1	10581	7882	10411	10736	12356	11406
XP_718664.1	343	247	338	381	369	340
XP_718663.1	966	732	824	980	1058	925
XP_718661.1	1356	1052	1331	1200	1278	1006
XP_718660.1	42	63	50	57	75	21
XP_718659.1	769	760	775	783	939	706
XP_718658.1	8752	8371	9446	8842	9493	12234
XP_718657.2	2056	1905	2088	1875	2142	2177
XP_019331047.1	450	420	462	457	485	448
XP_718656.1	4079	2829	3762	3763	4248	4250
XP_718655.1	5840	4412	5957	6473	6684	6392
XP_718654.1	3744	2865	3750	3767	4128	3772
XP_718652.1	220	234	245	263	215	153
XP_718651.1	4677	4379	4806	5452	5650	5612
XP_718649.1	2626	2930	3038	3152	3675	3703
XP_718648.1	688	558	664	695	781	724
XP_718647.1	237	182	185	242	355	212
XP_019331048.1	872	835	864	757	787	893
XP_718646.1	21951	16657	19559	22183	25275	20668
XP_718645.1	766	829	827	643	701	962
XP_718644.2	6161	5155	5728	5628	6225	5946
XP_718643.1	1866	1634	1721	1698	1801	1771
XP_718642.1	5917	4528	5521	5617	5904	6350
XP_718641.1	3279	2475	3080	2556	2529	2669
XP_718640.1	14769	13833	13157	13602	15517	12903
XP_718639.1	27	18	21	19	27	9
XP_718638.1	3389	2619	3066	3086	3189	3340
XP_718636.1	3479	3084	3321	3241	4056	3066
XP_718635.1	4286	3991	4254	4250	4731	5003
XP_718634.1	9895	9623	9910	9328	10561	9955
XP_718633.2	2490	2402	2346	2373	2739	2391
XP_718631.2	1039	906	960	1044	1082	1004
XP_718630.1	390	277	339	396	396	276
XP_718627.2	380	263	314	317	321	377
XP_718626.2	1076	850	1045	906	1059	1070
XP_718624.1	147449	107483	129376	150472	164954	142952
XP_718622.1	45	52	35	71	78	33
XP_718621.1	335	290	246	235	350	242
XP_718618.1	934	761	872	837	1066	903
XP_717977.2	3871	3571	3940	3737	4549	4601
XP_717976.2	1353	1157	1416	1224	1293	1473
XP_717975.1	408	384	428	422	450	319
XP_717973.1	272	188	322	243	281	318
XP_717974.1	0	0	0	0	0	0
XP_717972.1	1027	833	1002	1037	1188	1107
XP_717971.1	451	336	468	459	421	450
XP_717969.1	2248	1807	2230	2291	2662	2157
XP_717968.1	8703	6416	7934	8393	9231	8449
XP_717966.1	9902	8574	10109	9162	9965	10485
XP_717965.1	491	430	492	599	662	362
XP_019331049.1	1054	820	943	913	1045	906
XP_717962.1	420	403	394	377	438	377
XP_717961.1	0	0	0	0	0	0
XP_717960.2	3547	2839	3385	3625	4040	3652
XP_717958.1	94880	59834	94179	82362	86502	101198
XP_717957.1	386	340	327	338	401	419
XP_717956.1	681	618	638	700	792	623
XP_019331050.1	835	613	740	617	780	734
XP_717955.1	5545	4952	5352	5148	5368	6237
XP_019331051.1	18299	7892	17842	15279	15701	18384
XP_717954.1	161	187	145	197	266	160
XP_717953.1	2	9	7	12	6	2
XP_717951.1	10	8	4	14	19	8
XP_717950.1	5416	4445	5054	5472	5614	5714
XP_717949.1	629	447	520	539	652	604
XP_717946.1	6546	5823	6285	6125	7270	6774
XP_717945.1	132	146	108	80	95	79
XP_717944.1	1311	1364	1357	1172	1504	1391
XP_717943.1	2293	1982	2069	2274	2604	2184
XP_019331052.1	776	730	830	725	850	808
XP_717941.1	1885	2302	1999	1844	2163	2146
XP_717940.1	5860	5054	5244	4529	4745	5145
XP_717939.1	545	551	505	557	738	478
XP_717938.1	6631	6520	5986	6195	7183	6199
XP_717936.2	870	675	697	815	980	522
XP_717935.1	614	433	530	569	650	477
XP_717934.1	9205	6813	9741	8808	9304	11402
XP_717933.1	2313	1442	2343	2144	2201	2759
XP_717932.1	3229	2534	3147	3402	4125	2997
XP_717931.1	3259	2579	3008	2235	2354	2507
XP_717930.1	2333	1749	2140	2257	2432	2372
XP_717928.1	7881	7349	8375	7698	8493	9577
XP_717926.2	1271	1221	1256	1275	1207	1507
XP_019331053.1	369	338	386	292	366	416
XP_717925.1	84	66	86	85	123	74
XP_717924.1	1812	1474	1677	1875	1955	1791
XP_717923.1	81	76	92	118	138	96
XP_717922.1	1444	1322	1322	1550	1503	1521
XP_717921.2	12711	9357	11871	12684	13966	12661
XP_717920.1	17	19	15	27	16	12
XP_717919.2	1614	1583	1413	1595	1689	1159
XP_717918.2	1706	2166	1702	1581	1724	1980
XP_717917.2	1349	1198	1276	1265	1459	1194
XP_717916.2	9112	7903	8658	8962	9334	8884
XP_019331054.1	3214	3286	3472	3071	3508	4205
XP_019331055.1	26799	19271	24902	23987	25878	27273
XP_717913.2	5508	4437	5074	5075	5456	5485
XP_717912.1	888	701	821	803	787	582
XP_718185.1	85	93	84	105	126	41
XP_718186.1	2641	1963	2652	2328	2507	2729
XP_718187.1	637	514	677	495	652	655
XP_718188.1	6276	4898	6357	5990	6573	6919
XP_718190.2	2615	2199	2625	2422	2769	2707
XP_718192.1	4748	3312	4490	4526	4862	4964
XP_718193.1	2664	1790	2320	2187	2404	2423
XP_718195.1	3747	3075	3836	3314	3591	4029
XP_718196.1	1623	1179	1508	1730	2022	1569
XP_718197.1	662	539	563	560	659	572
XP_019331056.1	5652	3870	5998	5830	5972	6686
XP_718199.1	12096	10120	11729	10330	11701	11424
XP_718201.2	1671	1608	1686	1727	1808	1774
XP_019331057.1	3372	2263	3456	3046	3226	4470
XP_718202.1	5187	4170	4548	5607	6382	4855
XP_718205.2	49	71	61	44	64	52
XP_718206.2	9231	8654	9187	9303	9700	10099
XP_718207.1	58	43	43	40	56	32
XP_718208.2	1698	1781	1765	1928	2098	2219
XP_718209.2	570	581	508	597	584	574
XP_718210.1	336	469	314	414	488	390
XP_718212.1	1441	1011	1351	1276	1321	1487
XP_718213.2	5127	4001	5235	5175	5404	5542
XP_019331058.1	7315	6146	7086	6877	7086	7512
XP_718215.2	2448	2131	2108	2308	2552	2236
XP_718218.2	5240	4034	4989	5095	5418	5608
XP_718219.1	75061	51074	67104	73894	85131	77644
XP_718220.2	191	208	207	194	300	159
XP_718221.1	98	84	72	73	63	44
XP_718222.1	2294	1921	2276	1986	2326	2356
XP_718224.1	4215	3479	3644	3768	3947	3510
XP_718225.2	1161	1078	1050	945	1062	904
XP_718226.1	11177	8973	10985	9969	11034	11600
XP_718229.2	46465	34835	44388	43359	46444	48527
XP_718230.2	3878	3325	3830	3827	3907	4181
XP_718231.1	540	654	598	609	750	819
XP_718232.2	1213	1144	1215	1377	1392	1389
XP_718234.1	1776	1151	1702	1747	1816	1958
XP_718236.1	3960	3216	3719	3780	4121	4201
XP_718237.1	7255	5297	6490	5774	6472	6592
XP_718239.2	28792	23350	26564	26929	29061	28989
XP_718240.2	3207	2693	3640	3292	3535	4278
XP_718241.2	2164	1615	1860	1734	1825	2004
XP_718245.2	923	798	842	926	953	989
XP_718246.2	627	543	618	676	671	697
XP_718247.2	135	141	166	164	193	184
XP_718248.2	6852	6955	7389	7422	7904	8613
XP_019331059.1	45	83	54	95	101	52
XP_718253.2	67	82	101	109	91	92
XP_718255.2	22	23	14	23	43	9
XP_718256.1	67	38	67	83	101	65
XP_718258.2	82	67	97	84	98	78
XP_718259.2	6911	4933	6543	6147	6521	7244
XP_718262.1	1243	1042	1202	1109	1109	1228
XP_019331060.1	7122	4985	7226	6077	6610	7938
XP_718264.1	3283	2185	3077	2850	3183	2992
XP_718265.2	1104	1158	1143	1075	1193	1315
XP_718266.2	5206	3009	4208	4966	5433	4011
XP_718267.2	173	143	164	227	232	150
XP_718269.1	2302	1890	2292	2195	2255	2615
XP_718270.2	4911	4282	4715	4900	5370	4785
XP_718271.1	4253	4040	4242	4259	4753	5031
XP_718272.2	436	351	406	458	481	384
XP_718273.2	296	146	263	225	250	201
XP_718274.1	3607	2823	3304	3620	4174	3259
XP_019331061.1	734	505	785	682	696	929
XP_718276.2	8902	6451	8516	8695	8765	10164
XP_718277.1	635	433	629	623	771	627
XP_019331062.1	2342	1742	2358	1894	2098	2267
XP_019331063.1	4827	3423	4867	4397	4896	6206
XP_718280.1	2503	2633	2730	2564	2761	3062
XP_718281.2	2706	2120	2528	2464	2967	2300
XP_718283.1	3171	2299	2936	2957	3017	3482
XP_713442.1	74	28	57	79	124	53
XP_713441.1	923	702	780	973	1216	658
XP_713440.1	1283	838	1214	1215	1211	1273
XP_713439.1	4776	3830	4268	4944	6173	4079
XP_713437.1	7	17	1	5	15	9
XP_713434.1	44	46	43	28	64	30
XP_713432.2	1729	1360	1513	1621	1638	1665
XP_713431.2	229	173	200	223	206	240
XP_713430.1	182	173	200	202	176	227
XP_713428.1	125	34	133	105	103	85
XP_713426.1	18	17	16	16	17	13
XP_713425.2	2245	1911	2119	1509	1650	1465
XP_713424.1	992	595	963	848	918	975
XP_019331064.1	31	28	22	21	35	4
XP_713422.2	620	512	567	548	599	540
XP_713421.2	1414	1119	1404	853	841	895
XP_713420.1	3035	2225	2778	1157	1300	1279
XP_713418.2	236	215	201	280	222	235
XP_713417.2	2217	1925	1995	1942	2272	1899
XP_713416.2	64	27	51	31	58	35
XP_713415.2	1701	1796	1883	1877	2100	2177
XP_713413.2	2026	2245	2139	2185	2446	2602
XP_713411.2	8894	6202	8689	7990	8757	9284
XP_713410.2	157	102	114	120	167	169
XP_713409.1	1549	1238	1574	1409	1562	1662
XP_710713.1	233	209	193	297	306	213
XP_710712.1	1191	1031	1098	1338	1404	1272
XP_710710.2	3130	2822	2986	3414	3811	2801
XP_710709.1	1440	1410	1452	1292	1428	1925
XP_019331065.1	20295	14526	17871	18203	20319	15932
XP_710706.1	2611	2701	2315	2654	2874	2889
XP_710705.2	2011	1613	1924	1716	1937	2055
XP_710703.2	3439	3275	3115	3296	3817	3182
XP_710701.1	300	268	339	265	280	249
XP_710700.2	1682	1505	1685	1556	1714	1650
XP_715749.2	1464	1468	1344	1528	1827	1304
XP_715750.2	138	161	150	195	141	156
XP_715751.1	7677	6829	7436	7329	8359	7741
XP_715752.1	4367	4186	4136	4005	4069	4449
XP_715753.2	153	121	121	108	109	168
XP_715755.2	7013	5802	5950	7096	8264	6354
XP_715756.1	1247	1250	1196	1229	1307	1387
XP_715757.1	667	633	608	800	797	745
XP_715758.2	508	513	430	598	745	381
XP_715759.2	715	645	650	693	602	610
XP_715760.1	1457	1322	1343	1147	1311	1413
XP_715761.1	3675	3501	3472	3576	4084	3831
XP_715762.2	2176	2158	2011	2087	2233	2253
XP_715763.2	2226	1990	2169	2153	2465	2407
XP_715764.2	11	17	9	19	15	6
XP_715765.2	1050	1189	1209	1060	1249	1431
XP_715766.2	1428	1419	1268	1206	1269	1348
XP_715767.1	48	52	66	69	64	65
XP_715768.2	689	607	624	599	641	742
XP_715769.2	301	278	299	291	266	262
XP_715770.2	1336	1207	1342	1269	1183	1373
XP_715772.2	5492	4455	4895	5016	5168	5067
XP_715773.2	3646	3115	3047	3769	4446	3159
XP_715774.1	10559	8287	9619	9166	10309	9917
XP_715775.2	4206	3921	4126	4234	4473	4421
XP_715777.1	1074	896	1152	1028	1187	1326
XP_715778.2	2781	2964	2782	2681	2907	2887
XP_715779.2	1630	1149	1589	1783	2004	1515
XP_715780.1	245	149	202	199	252	127
XP_715781.2	6347	6691	6948	7316	8752	8673
XP_715782.1	479	349	417	375	484	400
XP_715783.1	3798	3286	3666	3522	3962	4147
XP_715784.1	202	218	254	221	183	187
XP_715788.2	6119	5119	6217	5807	6178	6687
XP_715790.1	4930	4185	4131	4984	5927	4394
XP_715792.1	231	220	215	226	269	246
XP_715793.1	1013	798	1007	888	944	1052
XP_019331066.1	780	662	714	798	894	925
XP_715794.1	2906	2183	2806	2642	3023	3094
XP_019331067.1	114179	74194	106602	98593	107769	115579
XP_713258.2	559	461	624	589	551	676
XP_019331068.1	2179	1549	1930	1780	1904	1771
XP_713255.2	21961	15616	21015	20567	22272	22805
XP_713252.2	2741	2131	2595	2502	2483	2853
XP_713251.1	736	653	861	764	787	951
XP_019331069.1	1815	1173	1690	1656	1485	1888
XP_713250.1	4449	4054	4791	5351	5673	5829
XP_713248.2	1972	1571	1972	1950	1940	2075
XP_713247.1	1453	1158	1413	1387	1619	1587
XP_713245.2	389	287	284	294	311	302
XP_713244.2	441	282	403	423	402	429
XP_713243.2	2282	2653	2537	2841	3221	3051
XP_713241.1	707	588	724	705	758	753
XP_713240.1	31534	24845	30341	30401	33454	32224
