	F0	F1	F2
0	17	20	11
1	0	0	0
2	40	49	57
3	94	100	93
4	20	25	16
5	12	11	13
6	2	3	4
7	10	13	6
8	11	15	17
9	2	7	4
10	19	27	12
11	55	50	59
12	29	23	18
13	356	449	518
14	6	2	2
15	336	340	277
16	0	0	0
17	0	1	0
18	56	47	43
19	15	20	15
20	13	10	7
21	3	1	6
22	0	0	0
23	8	6	6
24	0	1	2
25	7	14	5
26	2	4	7
27	119	102	94
28	9	9	5
29	1	2	2
30	0	1	0
31	15	14	11
32	25	23	20
33	27	22	22
34	5	2	1
35	4	5	3
36	5	9	7
37	79	71	84
38	9	4	5
39	4	5	5
40	5	1	6
41	106	100	133
42	2	1	4
43	26	29	19
44	3	5	2
45	5	5	9
46	7	7	3
47	18	16	16
48	2	2	2
49	65	59	54
50	41	51	32
51	1	1	3
52	64	76	85
53	16	17	24
54	26	15	12
55	1	3	2
56	0	1	1
57	87	111	110
58	51	55	62
59	9	8	5
60	1	4	2
61	1	0	1
62	4	9	4
63	19	8	16
64	9	11	11
65	14	17	20
66	5	7	4
67	121	113	122
68	6	2	2
69	3	1	0
70	0	0	1
71	7	7	15
72	35	34	27
73	0	6	3
74	6	8	2
75	2	3	1
76	45	47	35
77	0	0	0
78	1	3	1
79	30	26	18
80	3	2	3
81	4	6	4
82	25	16	12
83	11	6	7
84	21	22	16
85	151	188	181
86	3	12	2
87	31	33	22
88	144	102	90
89	1	3	1
90	2	1	2
91	52	36	33
92	12	12	11
93	17	26	20
94	23	27	44
95	4	7	9
96	4	4	4
97	31	55	31
98	30	25	22
99	8	10	9
100	0	4	3
101	116	124	72
102	28	26	41
103	45	38	38
104	2	0	3
105	15	7	7
106	19	22	13
107	7	7	7
108	1	0	0
109	4	2	6
110	2	4	3
111	8	10	5
112	0	0	0
113	0	1	1
114	20	16	18
115	0	0	0
116	6	5	12
117	0	3	1
118	13	9	13
119	7	10	7
120	114	106	123
121	4	3	3
122	3	5	0
123	235	249	252
124	69	52	45
125	82	63	86
126	10	13	9
127	13	22	13
128	2	1	3
129	15	17	21
130	0	0	0
131	17	23	22
132	12	10	11
133	28	23	19
134	112	122	120
135	27	27	20
136	1	4	0
137	4	5	4
138	79	81	84
139	4	3	4
140	4	5	14
141	120	131	98
142	11	9	3
143	12	12	8
144	208	186	174
145	36	42	29
146	0	0	0
147	0	1	0
148	3	4	4
149	169	160	156
150	3	5	8
151	19	16	6
152	11	10	5
153	23	21	19
154	113	123	125
155	46	41	22
156	4	5	5
157	2	1	4
158	3	5	4
159	2	1	0
160	8	7	5
161	119	133	107
162	37	33	60
163	1	1	2
164	9	4	13
165	0	1	0
166	2	1	2
167	16	11	19
168	25	33	32
169	21	17	21
170	2	5	3
171	11	6	14
172	7	15	5
173	34	18	36
174	133	140	150
175	2	0	2
176	6	12	9
177	1	3	0
178	0	0	0
179	10	6	6
180	0	0	0
181	3	2	0
182	8	3	8
183	0	2	0
184	1	2	2
185	10	9	13
186	20	9	19
187	13	7	10
188	0	0	0
189	3	4	2
190	10	5	9
191	0	3	1
192	0	0	1
193	61	47	78
194	1	2	3
195	1	1	3
196	0	1	1
197	0	0	1
198	4	6	2
199	16	9	10
200	0	0	4
201	95	73	69
202	2	2	0
203	76	66	80
204	40	40	34
205	6	3	7
206	8	9	6
207	0	1	0
208	21	11	19
209	2	6	6
210	0	8	2
211	2	1	0
212	5	7	4
213	55	35	64
214	102	92	62
215	0	1	0
216	23	38	28
217	0	2	0
218	11	16	14
219	31	17	17
220	4	7	6
221	249	293	255
222	43	31	31
223	8	7	5
224	22	22	22
225	300	278	269
226	3	9	5
227	49	29	58
228	25	17	18
229	15	1	5
230	3	7	9
231	0	0	0
232	17	13	20
233	0	0	0
234	0	0	0
235	14	12	15
236	17	27	10
237	45	38	46
238	6	11	8
239	1	1	2
240	10	12	13
241	11	7	10
242	10	3	3
243	0	0	0
244	1	2	0
245	0	0	0
246	1	1	0
247	26	37	29
248	9	11	8
249	1	0	0
250	7	7	3
251	22	19	28
252	28	7	8
253	8	1	4
254	10	14	12
255	37	47	58
256	1	0	0
257	19	20	12
258	44	31	38
259	22	23	10
260	2	3	4
261	9	9	7
262	19	32	32
263	7	7	2
264	17	24	26
265	6	3	2
266	11	10	13
267	28	32	24
268	5	16	22
269	2	6	1
270	3	6	2
271	0	0	0
272	17	12	12
273	7	3	10
274	7	6	5
275	0	0	1
276	0	2	1
277	70	80	77
278	307	271	302
279	104	101	93
280	2	5	2
281	19	14	8
282	75	72	58
283	42	41	56
284	14	24	20
285	107	134	148
286	62	53	51
287	35	32	32
288	20	12	18
289	48	41	50
290	1	0	2
291	1	1	1
292	9	11	12
293	1	1	2
294	1	2	1
295	112	107	122
296	9	10	5
297	63	61	54
298	84	89	93
299	31	27	27
300	2	3	4
301	15	8	11
302	12	12	10
303	0	0	2
304	44	36	45
305	54	49	33
306	22	17	13
307	12	7	8
308	3	1	2
309	7	4	2
310	13	20	13
311	94	102	62
312	175	209	181
313	555	585	602
314	15	26	20
315	6	4	5
316	8	4	1
317	40	55	31
318	0	3	0
319	3	3	8
320	21	23	18
321	13	8	9
322	0	0	0
323	15	11	5
324	6	2	2
325	14	9	12
326	8	4	7
327	100	66	71
328	5	3	5
329	5	5	5
330	10	2	3
331	18	12	10
332	0	0	0
333	1	4	6
334	1	0	0
335	17	19	22
336	19	15	11
337	9	7	9
338	13	32	19
339	0	1	0
340	7	6	6
341	31	24	14
342	5	11	9
343	99	79	73
344	7	8	4
345	6	10	8
346	6	6	10
347	0	0	2
348	18	24	22
349	39	19	17
350	21	29	21
351	932	824	1232
352	8	11	7
353	2	1	3
354	2	1	4
355	8	10	7
356	7	9	13
357	71	49	51
358	2	0	2
359	0	0	0
360	0	0	0
361	3	3	1
362	81	69	43
363	4	2	4
364	25	16	24
365	54	44	55
366	1	2	0
367	50	43	20
368	1	5	2
369	6	7	3
370	10	12	4
371	0	1	1
372	2	0	0
373	6	4	4
374	101	99	132
375	0	0	0
376	1	0	0
377	3	3	3
378	0	1	3
379	45	30	25
380	22	19	26
381	0	1	1
382	90	97	77
383	176	156	146
384	0	0	0
385	0	0	0
386	5	5	5
387	31	33	61
388	44	66	44
389	9	6	5
390	101	79	75
391	85	84	128
392	1	2	4
