	F0	F1	F2
0	2	2	0
1	5	1	1
2	91	140	156
3	115	103	101
4	32	35	28
5	20	18	28
6	4	2	3
7	20	40	21
8	30	27	35
9	4	9	12
10	56	33	26
11	78	72	61
12	48	33	28
13	681	744	852
14	2	5	3
15	439	506	380
16	0	0	0
17	3	0	1
18	57	66	62
19	43	34	34
20	26	16	17
21	17	17	18
22	0	0	0
23	15	27	22
24	4	0	2
25	19	20	21
26	3	5	8
27	157	167	161
28	6	11	6
29	4	8	1
30	1	0	1
31	32	34	23
32	14	15	13
33	37	42	46
34	7	5	3
35	6	11	8
36	12	14	12
37	135	140	174
38	10	9	9
39	9	5	2
40	4	11	13
41	211	248	227
42	2	4	3
43	81	121	96
44	5	5	8
45	14	19	17
46	10	13	15
47	31	30	14
48	1	10	3
49	75	67	77
50	122	107	72
51	1	1	1
52	149	152	171
53	23	32	29
54	33	28	42
55	8	4	8
56	2	3	1
57	214	187	195
58	66	67	80
59	14	12	15
60	10	11	8
61	1	0	1
62	11	9	12
63	30	17	19
64	25	14	15
65	9	18	12
66	16	17	19
67	75	75	65
68	7	5	8
69	1	2	3
70	0	0	0
71	26	14	13
72	127	124	110
73	4	7	1
74	9	10	8
75	3	4	1
76	57	52	51
77	1	0	0
78	3	6	2
79	24	21	18
80	4	1	2
81	16	15	18
82	31	34	31
83	14	17	11
84	22	24	15
85	269	237	259
86	7	6	10
87	49	47	46
88	182	157	132
89	1	3	3
90	3	2	5
91	114	79	69
92	29	23	19
93	29	44	28
94	60	57	55
95	9	3	8
96	6	10	7
97	75	78	62
98	50	44	31
99	11	17	11
100	4	3	6
101	177	159	125
102	48	41	70
103	67	47	43
104	3	4	4
105	36	25	30
106	29	26	34
107	6	4	9
108	0	0	0
109	17	8	7
110	8	3	4
111	12	11	10
112	0	0	0
113	4	6	2
114	42	63	31
115	0	0	0
116	9	13	3
117	4	0	0
118	16	15	6
119	25	22	25
120	178	159	178
121	6	6	8
122	3	0	4
123	384	381	438
124	20	15	22
125	115	87	120
126	12	7	9
127	35	25	14
128	2	9	8
129	16	38	26
130	0	0	0
131	31	29	25
132	28	20	20
133	41	27	29
134	216	271	210
135	36	21	35
136	0	0	1
137	5	8	5
138	154	116	120
139	3	4	3
140	15	12	16
141	131	111	81
142	11	15	17
143	21	23	28
144	308	292	284
145	68	75	72
146	0	0	0
147	2	0	1
