	F0	F1	F2
0	31	36	32
1	1	0	0
2	71	66	67
3	116	132	118
4	26	35	35
5	26	23	31
6	10	8	5
7	13	23	22
8	24	37	23
9	6	5	11
10	33	40	27
11	83	84	69
12	53	39	40
13	777	818	907
14	3	4	4
15	489	517	441
16	0	0	0
17	0	1	0
18	72	74	59
19	28	29	33
20	18	19	18
21	2	1	8
22	0	0	0
23	1	3	3
24	5	3	6
25	12	10	12
26	8	11	8
27	148	161	152
28	4	9	6
29	6	4	3
30	0	1	0
31	20	36	29
32	34	33	34
33	44	38	57
34	3	5	3
35	5	7	9
36	7	11	6
37	110	111	129
38	9	13	8
39	8	13	8
40	5	4	5
41	154	189	189
42	2	2	3
43	43	63	52
44	2	4	11
45	16	13	14
46	6	10	6
47	32	18	13
48	5	4	6
49	91	90	92
50	56	77	45
51	2	2	0
52	147	112	165
53	23	29	34
54	24	21	24
55	7	8	7
56	3	2	0
57	161	163	177
58	89	103	83
59	13	17	4
60	3	4	4
61	0	3	1
62	4	10	8
63	26	12	10
64	15	16	16
65	19	19	24
66	21	11	15
67	209	177	180
68	4	5	7
69	0	2	2
70	0	0	1
71	12	12	12
72	76	96	102
73	7	8	3
74	7	6	10
75	2	2	2
76	74	60	58
77	0	0	0
78	1	4	1
79	34	26	35
80	3	8	2
81	11	8	10
82	45	42	33
83	10	11	10
84	26	20	21
85	233	261	242
86	7	11	3
87	49	43	42
88	161	160	135
89	0	3	1
90	4	7	3
91	74	48	56
92	20	23	16
93	39	32	43
94	53	41	63
95	6	4	8
96	10	7	11
97	51	73	57
98	51	48	30
99	17	12	9
100	4	8	8
101	178	173	130
102	77	60	73
103	65	59	37
104	9	6	5
105	21	21	20
106	37	30	25
107	14	3	4
108	0	2	0
109	9	10	3
110	2	3	4
111	12	8	9
112	0	1	1
113	6	1	2
114	17	40	27
115	0	2	0
116	5	9	6
117	0	1	0
118	8	6	12
119	15	15	23
120	176	161	157
121	7	5	9
122	2	6	2
123	431	366	419
124	42	43	49
125	134	115	130
126	5	9	15
127	21	24	34
128	6	8	7
129	19	24	25
130	0	0	0
131	27	25	14
132	14	8	5
133	29	34	25
134	211	248	187
135	45	39	40
136	1	0	0
137	4	8	10
138	132	133	110
139	6	13	5
140	19	22	12
141	185	170	146
142	10	14	8
143	21	28	15
144	294	276	226
145	70	57	49
146	0	0	1
147	0	0	0
148	2	7	8
149	314	283	220
150	15	11	11
151	26	19	17
152	13	21	22
153	47	46	49
154	168	160	154
155	46	38	30
156	8	5	2
157	1	3	1
158	7	6	7
159	2	2	2
160	9	12	6
161	185	182	146
162	46	57	105
163	2	1	1
164	13	10	16
165	1	0	1
166	2	1	2
167	16	26	17
168	59	58	51
169	26	48	51
170	8	2	5
171	19	20	14
172	18	13	13
173	52	41	43
174	218	192	211
175	0	0	1
176	12	28	19
177	3	8	2
178	0	0	0
179	5	5	6
180	0	0	0
181	2	2	5
182	6	6	6
183	2	7	2
184	0	3	0
185	16	19	19
186	20	14	38
187	22	13	20
188	0	0	0
189	5	7	4
190	8	11	12
191	4	4	1
192	0	1	1
193	113	98	136
194	3	7	4
195	5	1	2
196	2	2	1
197	0	0	0
198	3	5	5
199	18	29	27
200	0	0	0
201	100	91	92
202	0	1	3
203	118	107	97
204	74	71	74
205	8	9	5
206	16	15	13
207	0	0	0
208	29	16	17
209	9	8	12
210	9	6	7
211	4	1	2
212	10	11	6
213	98	63	97
214	114	106	88
215	4	1	0
216	50	36	37
217	0	0	1
218	16	26	24
219	32	34	21
220	11	19	14
221	357	338	381
222	80	64	64
223	16	9	9
224	42	53	45
225	513	457	453
226	6	11	8
227	60	40	61
228	19	22	16
229	12	2	7
230	11	10	15
231	0	0	0
232	24	29	26
233	0	0	0
234	0	0	0
235	26	42	27
236	21	34	22
237	50	46	52
238	8	13	14
239	5	4	5
240	18	13	21
241	17	19	17
242	10	12	9
243	0	0	0
244	3	0	3
245	0	0	0
246	1	0	0
247	44	54	60
248	15	11	10
249	0	0	1
250	11	13	5
251	30	44	38
252	34	19	19
253	7	11	9
254	22	23	12
255	82	85	92
256	0	1	0
257	30	25	14
258	37	64	50
259	24	31	19
260	5	6	4
261	16	11	14
262	27	53	41
263	6	5	3
264	42	26	40
265	8	14	10
266	15	25	19
267	37	50	31
268	10	12	39
269	3	8	6
270	4	2	6
271	1	0	0
272	18	17	19
273	3	6	12
274	6	9	6
275	0	0	1
276	4	4	1
277	128	117	128
278	538	515	509
279	205	207	204
280	2	3	6
281	14	21	16
282	111	117	112
283	70	63	64
284	34	28	31
285	205	248	268
286	78	50	69
287	73	63	98
288	30	22	25
289	84	79	78
290	0	1	2
291	2	2	5
292	23	18	23
293	1	3	1
294	3	4	3
295	202	207	183
296	11	13	9
297	89	111	77
298	105	123	151
299	41	38	44
300	5	5	7
301	29	23	12
302	15	10	11
303	1	1	1
304	64	72	55
305	78	65	48
306	27	25	23
307	12	12	12
308	2	1	3
309	7	2	2
310	38	14	20
311	127	127	102
312	227	271	244
313	974	1091	1110
314	20	35	22
315	8	10	3
316	9	5	9
317	52	77	48
318	6	7	3
319	10	7	10
320	30	25	31
321	19	15	12
322	0	0	0
323	22	19	14
324	5	7	4
325	27	16	20
326	7	4	11
327	143	118	92
328	7	8	8
329	2	1	0
330	18	9	18
331	12	23	22
332	0	0	0
333	3	4	1
334	1	1	1
335	35	32	32
336	16	18	24
337	22	14	18
338	27	44	40
339	1	0	0
340	7	10	5
341	23	38	37
342	9	11	11
343	136	124	93
344	11	10	16
345	13	11	9
346	11	15	10
347	1	1	0
348	28	41	33
349	31	34	33
350	48	47	31
351	1808	1731	2106
352	21	11	16
353	1	2	2
354	2	1	2
355	15	11	14
356	17	13	11
357	89	75	83
358	5	0	4
359	0	0	0
360	0	0	0
361	1	0	5
362	123	125	84
363	2	7	5
364	28	33	39
365	72	33	55
366	0	1	1
367	67	52	49
368	1	3	1
369	6	10	7
370	12	10	15
371	1	1	1
372	2	2	3
373	5	1	9
374	203	213	230
375	0	0	0
376	1	0	1
377	1	5	2
378	0	2	4
379	59	38	37
380	38	31	40
381	2	1	0
382	110	148	123
383	307	293	280
384	0	3	0
385	2	1	0
386	8	9	13
387	72	74	90
388	92	119	90
389	6	9	7
390	122	107	96
391	146	149	202
392	2	3	3
393	62	64	54
394	65	60	87
395	95	119	84
396	0	0	0
397	8	7	6
398	155	117	132
399	538	599	698
400	2	1	0
401	7	5	5
402	143	152	94
403	4	5	1
404	15	23	12
405	16	25	27
406	12	9	6
407	10	6	9
408	488	449	363
409	107	91	97
410	13	12	14
411	101	76	64
412	1	2	2
413	0	0	0
414	11	13	12
415	0	1	1
416	1	4	4
417	15	13	14
418	39	42	45
419	3	2	3
420	4	5	5
421	17	17	11
422	16	17	20
423	13	11	11
424	1	0	1
425	2	2	4
426	4	8	1
427	12	11	17
428	2	7	2
429	41	49	58
430	163	156	174
431	399	448	418
432	22	20	14
433	17	15	18
434	1	2	0
435	12	17	9
436	41	29	19
437	29	46	43
438	0	0	0
439	5	4	6
440	7	13	11
441	1	5	1
442	39	47	34
443	1	0	0
444	0	0	2
445	20	11	17
446	59	70	59
447	83	82	55
448	18	19	20
449	0	0	0
450	36	33	19
451	5	3	2
452	63	63	59
453	2	8	4
454	34	52	43
455	0	0	1
456	20	16	22
457	155	145	143
458	7	4	4
459	7	5	2
460	0	0	1
461	0	0	0
462	83	71	84
463	44	33	36
464	934	873	999
465	21	17	11
466	35	42	52
467	158	149	134
468	1	4	2
469	3	5	4
470	1	7	9
471	136	104	105
472	211	243	190
473	14	15	8
474	0	0	1
475	7	10	12
476	4	1	2
477	34	22	27
478	11	7	10
479	1	2	2
480	0	0	0
481	2	1	0
482	24	34	22
483	5	3	2
484	5	3	9
485	22	26	15
486	52	46	51
487	4	1	1
488	11	34	13
489	46	48	56
490	1	2	0
491	14	13	7
492	60	45	58
493	3	0	2
494	87	93	105
495	42	40	49
496	3	3	1
497	3	2	1
498	16	16	24
499	1	1	0
500	35	22	28
501	9	10	2
502	23	20	32
503	31	26	17
504	15	10	10
505	8	7	9
506	6	4	3
507	145	133	92
508	1	0	0
509	0	0	0
510	26	16	18
511	5	6	4
512	4	4	1
513	15	11	21
514	129	110	122
515	10	11	10
516	2	0	4
517	19	13	16
518	17	18	8
519	8	2	10
520	7	2	9
521	17	19	16
522	0	0	0
523	104	73	109
524	74	76	58
525	8	10	9
526	40	51	40
527	10	9	6
528	4	2	5
529	0	0	0
530	0	0	0
531	1	0	0
532	117	112	115
533	8	5	8
534	75	79	79
535	0	1	2
536	4	4	6
537	35	35	30
538	5	3	8
539	4	9	5
540	8	5	5
541	5	3	2
542	0	0	0
543	1	1	1
544	38	36	57
545	1	4	0
546	3	2	3
547	12	10	19
548	3	1	0
549	35	33	29
550	18	25	24
551	4	3	2
552	38	38	31
553	169	146	151
554	8	9	10
555	14	17	11
556	0	0	0
557	13	17	8
558	6	3	6
559	0	0	0
560	21	21	14
561	13	5	8
562	9	3	5
563	12	14	5
564	5	14	11
565	101	99	114
566	10	8	17
567	9	17	12
568	23	23	27
569	411	365	404
570	16	13	7
571	1	2	0
572	53	81	84
573	0	0	0
574	0	0	0
575	51	75	69
576	3	1	0
577	21	6	6
578	4	5	2
579	0	0	0
580	24	16	11
581	26	20	19
582	0	0	0
583	11	6	11
584	3	3	3
585	75	78	62
586	1	6	1
587	62	40	51
588	11	13	10
589	0	0	0
590	2	4	1
591	4	2	2
592	27	34	26
593	58	41	36
594	48	41	30
595	0	0	0
596	24	26	28
597	929	723	893
598	110	94	131
599	105	85	91
600	14	15	11
601	6	7	7
602	3	3	1
603	31	24	23
604	355	340	319
605	28	28	25
606	130	162	147
607	12	9	13
608	0	1	0
609	1529	1451	1447
610	59	46	67
611	95	125	96
612	0	0	0
613	0	0	1
614	21	25	28
615	6	2	2
616	6	6	8
617	8	8	12
618	28	27	24
619	12	14	14
620	13	10	12
621	11	9	9
622	4	5	6
623	10	8	7
624	16	17	8
625	59	69	62
626	0	2	2
627	32	37	29
628	16	16	15
629	7	13	7
630	17	18	21
631	11	2	20
632	29	43	64
633	0	2	1
634	30	30	28
635	0	0	0
636	1	0	2
637	0	0	0
638	306	341	330
639	31	36	24
640	65	62	49
641	8	6	7
642	141	128	117
643	6	9	6
644	239	198	187
645	4	4	2
646	6	7	7
647	29	39	30
648	15	18	10
649	31	30	33
650	1	0	4
651	0	0	0
652	28	28	23
653	2	0	2
654	76	107	79
655	0	0	0
656	44	37	36
657	4	3	10
658	254	226	198
659	52	46	36
660	99	90	69
661	80	86	84
662	3	2	2
663	0	0	0
664	13	9	10
665	11	11	6
666	28	24	18
667	15	13	28
668	39	27	24
669	6	2	4
670	2	6	2
671	30	31	22
672	9	3	4
673	24	20	20
674	23	19	17
675	0	2	3
676	3	0	0
677	134	126	162
678	1	1	0
679	40	41	22
680	19	12	17
681	68	51	55
682	10	9	8
683	102	81	116
684	11	7	13
685	2	4	2
686	0	0	0
687	27	41	29
688	2	4	2
689	28	30	32
690	0	0	0
691	16	16	12
692	325	310	359
693	6	9	7
694	29	23	26
695	0	0	0
696	42	45	46
697	2	3	0
698	3	9	5
699	12	10	9
700	0	0	0
701	26	25	28
702	15	14	16
703	7	3	0
704	0	0	0
705	17	14	13
706	8	8	12
707	0	0	1
708	17	7	16
709	0	0	0
710	10	16	15
711	23	11	25
712	10	19	9
713	91	88	87
714	87	103	77
715	90	103	96
716	13	11	6
717	12	10	11
718	3	0	3
719	5	2	7
720	10	5	5
721	5	4	4
722	2	1	0
723	163	142	132
724	17	21	24
725	71	60	81
726	12	8	6
727	28	30	18
728	46	44	50
729	6	5	2
730	56	40	45
731	48	48	34
732	99	97	61
733	3	2	3
734	0	2	0
735	92	111	78
736	13	16	20
737	47	36	59
738	9	10	6
739	0	0	0
740	167	131	123
741	3	4	5
742	6	7	6
743	26	23	51
744	455	441	445
745	28	18	24
746	139	123	154
747	65	65	45
748	7	6	6
749	7	1	4
750	1	1	0
751	64	52	56
752	15	19	16
753	124	107	119
754	8	5	2
755	1	3	2
756	161	154	164
757	44	47	58
758	4	2	3
759	3	2	1
760	10	5	10
761	66	91	70
762	332	347	251
763	66	59	61
764	28	22	15
765	74	77	90
766	1	1	4
767	1	4	3
768	1	0	2
769	123	156	124
770	26	27	18
771	578	599	693
772	8	9	14
