	F0	F1	F2
0	1	0	0
1	3	1	0
2	47	48	56
3	55	56	47
4	11	17	9
5	4	4	7
6	1	1	1
7	10	7	6
8	20	14	10
9	1	3	1
10	17	13	11
11	10	29	41
12	20	11	4
13	161	158	150
14	1	1	0
15	155	168	122
16	0	0	0
17	0	0	0
18	14	16	11
19	12	18	13
20	3	5	8
21	4	5	7
22	0	0	0
23	8	9	9
24	0	1	2
25	3	8	4
26	1	1	3
27	37	37	31
28	5	1	0
29	0	1	0
30	0	0	0
31	9	5	8
32	8	2	7
33	2	5	4
34	1	2	0
35	3	2	2
36	2	1	4
37	34	26	29
38	3	5	2
39	1	1	0
40	1	3	3
41	69	67	63
42	0	1	4
43	19	29	26
44	1	3	1
45	4	5	2
46	3	3	0
47	8	6	7
48	2	2	1
49	16	13	16
50	17	22	28
51	2	1	0
52	28	39	42
53	7	8	7
54	9	11	4
55	5	2	1
56	0	0	0
57	45	37	37
58	17	27	13
59	6	7	4
60	0	3	2
61	1	0	0
62	8	2	2
63	5	2	2
64	7	4	6
65	0	5	6
66	7	8	5
67	24	28	25
68	1	0	0
69	1	0	0
70	1	0	0
71	8	2	5
72	12	19	12
73	0	2	1
74	4	0	1
75	0	1	0
76	14	14	18
77	0	1	1
78	1	1	0
79	3	8	5
80	2	1	1
81	3	3	2
82	4	3	4
83	3	1	1
84	10	7	4
85	80	77	65
86	0	0	1
87	9	10	9
88	45	43	38
89	3	2	1
90	1	1	1
91	19	19	12
92	4	4	2
93	12	8	12
94	16	17	13
95	2	6	5
96	5	3	1
97	16	25	19
98	9	8	11
99	0	2	3
100	2	0	3
101	36	31	41
102	13	12	14
103	19	15	15
104	2	0	3
105	6	11	6
106	5	11	4
107	2	2	0
108	0	0	0
109	3	2	4
110	0	1	0
111	5	3	1
112	0	0	0
113	0	0	0
114	6	7	3
115	0	0	0
116	0	2	4
117	0	0	1
118	6	6	9
119	5	6	5
120	30	44	38
121	1	2	1
122	1	0	0
123	120	130	141
124	3	11	9
125	33	39	47
126	7	2	6
127	10	6	3
128	1	1	1
129	4	3	4
130	0	0	0
131	11	11	7
132	2	8	4
133	10	3	10
134	82	72	77
135	8	7	7
136	0	0	0
137	2	1	1
138	49	28	30
139	3	1	2
140	5	4	6
141	41	42	36
142	6	4	6
143	6	3	2
144	79	78	74
145	16	16	13
146	0	0	0
147	0	0	1
148	5	3	3
149	91	92	89
150	2	0	2
151	4	10	6
152	3	5	3
153	11	5	9
154	52	49	39
155	8	12	13
156	2	2	1
157	0	0	4
158	3	2	2
159	0	1	1
160	0	2	2
161	40	37	29
