	F0	F1	F2
0	25	17	21
1	4	4	1
2	197	226	270
3	153	198	158
4	56	53	48
5	34	31	45
6	6	6	2
7	42	47	39
8	33	40	39
9	11	8	12
10	49	56	33
11	107	117	91
12	89	78	68
13	712	853	793
14	3	2	1
15	562	608	517
16	1	0	0
17	0	0	1
18	119	122	89
19	23	35	28
20	41	38	28
21	17	30	61
22	0	0	0
23	0	0	0
24	9	8	11
25	12	18	8
26	16	6	12
27	298	250	219
28	22	28	14
29	7	5	7
30	1	2	0
31	48	30	21
32	38	42	31
33	57	69	51
34	4	7	2
35	10	15	3
36	22	13	10
37	215	198	167
38	19	19	14
39	12	11	11
40	9	9	11
41	225	236	245
42	7	9	9
43	52	50	56
44	10	9	8
45	17	16	18
46	23	17	16
47	52	38	36
48	7	13	4
49	144	147	134
50	128	119	81
51	2	7	0
52	150	132	141
53	32	39	34
54	30	41	25
55	11	11	11
56	1	2	3
57	194	204	160
58	133	122	121
59	13	12	17
60	9	5	10
61	0	2	0
62	14	16	14
63	36	20	15
64	26	16	26
65	24	16	16
66	22	19	22
67	245	235	177
68	3	7	9
69	7	4	1
70	0	0	0
71	33	33	19
72	48	55	53
73	2	9	2
74	19	15	9
75	4	2	1
76	97	99	65
77	1	4	3
78	9	8	3
79	69	64	39
80	11	10	7
81	16	14	10
82	58	57	47
83	20	18	21
84	41	53	25
85	421	406	376
86	8	16	16
87	105	94	62
88	369	295	235
89	5	9	8
90	13	14	6
91	91	72	67
92	37	33	29
93	31	36	33
94	62	56	70
95	10	12	12
96	17	11	9
97	94	106	87
98	87	58	45
99	42	32	26
100	7	2	5
101	268	254	213
102	82	56	95
103	119	84	72
104	11	8	7
105	42	29	28
106	87	86	83
107	14	19	3
108	0	0	0
109	21	10	15
110	6	5	5
111	6	5	4
112	1	0	0
113	2	3	5
114	37	45	38
115	0	2	0
116	34	31	20
117	3	1	4
118	14	8	10
119	27	34	27
120	283	237	180
121	18	17	16
122	4	7	1
123	495	483	472
124	66	68	55
125	161	166	189
126	10	7	16
127	48	35	27
128	11	14	7
129	47	43	28
130	1	0	0
131	40	44	40
132	23	28	25
133	67	45	44
134	201	252	184
135	89	86	80
136	3	2	0
137	15	14	7
138	112	138	104
139	9	7	6
140	32	24	23
141	210	181	144
142	26	25	16
143	18	32	26
144	379	354	344
145	99	55	62
146	1	0	1
147	1	0	2
148	15	20	19
149	266	277	214
150	16	15	10
151	36	33	49
152	24	20	17
153	24	42	33
154	264	305	237
155	88	99	51
156	1	1	1
157	1	7	4
158	6	6	4
159	0	5	4
160	16	13	13
161	319	324	249
162	76	72	122
163	1	3	0
164	26	29	23
165	3	3	1
166	0	1	2
167	29	30	31
168	72	64	61
169	27	24	51
170	12	14	6
171	26	31	22
172	10	26	16
173	46	38	37
174	211	187	163
175	2	2	0
176	38	25	14
177	3	2	5
178	0	0	0
179	14	15	10
180	0	0	0
181	6	7	3
182	9	7	6
183	2	5	2
184	6	5	0
185	26	29	25
186	24	24	29
187	48	57	35
188	0	0	1
189	5	10	3
190	20	17	15
191	12	6	7
192	6	3	1
193	53	51	49
194	5	6	8
195	3	3	5
196	4	1	0
197	0	0	0
198	4	6	4
199	27	18	36
200	0	2	1
201	397	349	250
202	3	1	2
203	124	138	128
204	72	88	68
205	12	9	6
206	13	14	13
207	1	0	0
208	66	60	48
209	17	13	17
210	8	9	7
211	4	4	3
212	13	13	15
213	124	83	129
214	170	160	92
215	4	3	2
216	115	137	92
217	5	5	7
218	53	40	42
219	23	29	24
220	22	16	17
221	500	482	514
222	177	152	129
223	34	33	18
224	102	150	79
225	620	551	489
226	8	22	7
227	42	54	40
228	30	28	44
229	20	6	12
230	18	20	15
231	0	0	0
232	42	46	34
233	0	0	0
234	0	0	0
235	7	13	6
236	10	22	9
237	78	70	52
238	16	12	12
239	2	3	0
240	15	13	14
241	27	19	18
242	14	16	10
243	0	0	0
244	5	3	1
245	0	0	0
246	1	5	3
247	56	71	53
248	21	28	18
249	0	0	0
250	21	28	7
251	40	40	43
252	51	19	22
253	10	5	10
254	28	30	35
255	88	76	81
256	1	0	1
257	106	75	47
258	57	63	35
259	21	37	20
260	10	6	3
261	28	29	17
262	50	67	64
263	16	16	17
264	49	43	58
265	15	10	9
266	23	30	18
267	34	25	22
268	30	36	45
269	13	7	7
270	14	7	2
271	0	1	2
272	33	38	17
273	4	2	5
274	4	11	8
275	19	11	14
276	4	4	5
277	152	163	125
278	637	611	592
279	184	217	125
280	2	8	3
281	26	17	20
282	150	180	136
283	110	85	97
284	44	60	50
285	290	364	291
286	98	87	96
287	65	92	111
288	41	35	36
289	70	63	62
290	2	0	1
291	15	13	14
292	28	30	14
293	4	2	2
294	6	2	5
295	307	277	264
296	22	17	20
297	146	145	107
298	156	163	144
299	43	47	44
300	7	7	1
301	44	32	30
302	19	20	26
303	1	1	0
304	73	87	68
305	160	129	81
306	31	43	38
307	22	26	17
308	4	4	2
309	12	10	4
310	50	55	52
311	172	167	157
312	473	505	370
313	1404	1395	1449
314	48	48	29
315	9	10	9
316	18	11	10
317	171	164	108
318	6	14	3
319	12	17	12
320	32	55	27
321	46	41	27
322	0	0	0
323	19	20	11
324	11	11	9
325	40	42	26
326	13	9	13
327	208	190	167
328	15	12	21
329	5	12	6
330	14	13	9
331	33	28	24
332	0	0	0
333	8	12	16
334	3	8	0
