	F0	F1	F2
0	0	0	2
1	4	3	2
2	87	96	146
3	51	68	55
4	14	14	13
5	7	10	16
6	2	1	3
7	15	22	21
8	18	19	11
9	3	7	3
10	17	15	29
11	52	51	42
12	19	22	14
13	318	304	337
14	3	3	3
15	222	277	239
16	0	0	0
17	0	0	0
18	45	38	42
19	12	15	11
20	16	16	14
21	7	6	13
22	0	0	0
23	13	15	13
24	2	0	0
25	9	9	7
26	9	1	8
27	82	79	70
28	9	13	11
29	2	2	1
30	0	0	0
31	24	17	19
32	11	7	7
33	27	23	22
34	1	2	1
35	6	4	9
36	6	4	4
37	75	73	79
38	12	5	6
39	6	3	1
40	8	9	4
41	133	124	146
42	2	2	2
43	28	46	48
44	9	6	4
45	13	8	9
46	7	9	6
47	15	19	14
48	5	6	2
49	29	28	39
50	63	48	31
51	2	1	0
52	58	45	66
53	13	16	17
54	15	14	8
55	2	3	1
56	0	0	2
57	113	84	103
58	35	43	35
59	8	7	4
60	2	3	5
61	0	1	0
62	5	7	4
63	11	8	6
64	5	11	8
65	11	4	6
66	5	10	6
67	48	33	38
68	2	5	4
69	1	0	0
70	1	1	1
71	15	18	4
72	30	44	35
73	4	4	1
74	3	4	3
75	2	3	1
76	23	25	11
77	1	0	0
78	1	1	1
79	12	11	11
80	0	1	5
81	6	6	9
82	25	20	15
83	4	12	7
84	9	10	6
85	128	180	112
86	5	11	6
87	32	24	16
88	100	85	66
89	0	2	1
90	4	5	2
91	39	22	30
92	17	8	7
93	9	15	14
94	17	24	20
95	7	7	5
96	3	3	4
97	38	45	47
98	26	21	15
99	11	11	11
100	3	2	1
101	107	95	83
102	22	32	39
103	37	29	29
104	4	3	2
105	21	26	14
106	20	14	17
107	3	5	4
108	0	0	0
109	4	8	6
110	3	2	6
111	5	4	5
112	0	0	0
113	1	0	1
114	24	18	22
115	0	0	0
116	6	8	13
117	3	0	1
118	11	8	5
119	16	14	17
120	100	98	75
121	2	6	9
122	1	2	2
123	189	217	239
124	17	20	20
125	64	60	83
126	6	3	6
127	21	14	9
128	4	3	4
129	6	9	12
130	0	0	0
131	19	13	14
132	11	16	4
133	20	15	17
134	104	127	104
135	20	15	16
136	0	0	0
137	5	2	1
138	70	56	70
139	2	5	1
140	11	12	10
141	67	59	48
142	12	11	10
143	13	14	8
144	144	150	171
145	52	39	29
146	0	0	0
147	0	0	0
148	11	2	10
149	178	151	111
150	4	1	4
151	13	14	6
152	11	13	13
153	21	15	10
154	92	110	102
155	44	44	28
156	5	0	0
157	3	4	2
158	7	3	2
159	0	0	2
160	8	8	2
161	85	90	68
162	21	20	49
163	1	1	0
164	8	13	6
165	0	1	0
166	0	0	0
167	12	21	5
168	21	23	43
169	17	16	9
170	3	9	4
171	6	10	3
172	6	7	5
173	37	32	36
174	89	95	112
175	1	0	0
176	8	12	5
177	0	2	2
178	0	0	0
179	4	2	1
180	0	0	0
181	2	1	1
182	1	2	2
183	1	2	4
184	0	5	1
185	6	8	6
186	12	6	19
187	14	13	13
188	0	0	0
189	1	2	0
190	5	2	1
191	3	1	0
192	1	0	2
193	50	40	45
194	7	5	5
195	0	2	0
196	1	0	0
197	0	0	0
198	1	4	3
199	9	6	7
200	0	1	0
201	36	40	34
202	2	0	0
203	56	52	41
204	34	29	38
205	5	5	3
206	10	15	7
207	1	0	0
208	22	21	12
209	7	2	6
210	1	3	2
211	1	2	0
212	7	3	4
213	42	29	43
214	107	95	65
215	1	1	2
216	21	19	26
217	2	1	2
218	9	15	1
219	15	17	6
220	5	6	4
221	165	197	176
222	38	27	36
223	11	11	2
224	19	19	13
225	247	206	178
226	3	8	1
227	10	8	7
228	12	12	12
229	4	1	1
230	4	4	4
231	0	0	0
232	16	16	10
233	0	0	0
234	0	0	0
235	13	12	16
236	7	34	19
237	32	20	20
238	5	4	8
239	0	0	1
240	13	10	8
241	6	10	6
242	6	8	2
243	0	0	0
244	2	2	1
245	0	0	0
246	0	0	0
247	17	28	30
248	4	9	4
249	0	1	0
250	6	3	9
251	16	19	17
252	33	19	10
253	4	3	2
254	4	11	8
255	44	33	42
256	0	0	0
257	27	28	19
258	24	29	24
259	19	7	7
260	5	6	4
261	3	8	3
262	23	26	17
263	6	2	7
264	16	23	28
265	5	3	5
266	9	11	8
267	43	41	20
268	16	16	21
269	5	6	6
270	1	4	0
271	0	0	0
272	8	6	13
273	6	6	6
274	2	5	4
275	1	1	0
276	0	3	0
277	63	40	52
278	236	227	211
279	71	71	56
280	0	2	1
281	11	10	6
282	68	80	93
283	46	36	46
284	18	10	16
285	92	129	92
286	18	22	19
287	37	34	43
288	6	5	6
289	30	24	36
290	0	0	3
291	3	1	2
292	18	9	13
293	1	4	0
294	2	3	3
295	94	95	81
296	9	10	6
297	63	64	38
298	65	78	84
299	18	21	18
300	0	2	0
301	16	13	12
302	7	8	7
303	1	0	1
304	27	34	24
305	43	45	52
306	22	25	25
307	4	11	7
308	1	1	1
309	1	1	3
310	23	23	18
311	74	74	67
312	177	192	193
313	592	609	608
314	36	31	30
315	5	10	7
316	9	6	6
317	33	45	23
318	0	0	2
319	14	8	11
320	23	28	24
321	20	12	8
322	0	0	0
323	14	6	6
324	7	6	2
325	14	10	13
326	4	5	6
327	72	84	60
328	4	14	10
329	2	3	2
330	7	9	7
331	19	13	20
332	0	0	0
333	3	3	2
