	F0	F1	F2
0	1	2	1
1	2	6	5
2	109	159	154
3	109	125	112
4	30	39	25
5	15	23	29
6	1	6	3
7	16	29	23
8	23	38	30
9	4	6	7
10	34	43	27
11	68	67	62
12	30	21	21
13	459	483	524
14	7	1	1
15	427	413	350
16	0	0	0
17	1	0	0
18	55	66	57
19	22	22	36
20	11	3	22
21	11	7	23
22	0	0	0
23	29	16	20
24	1	1	1
25	11	21	12
26	3	4	8
27	115	100	120
28	10	22	11
29	5	4	1
30	1	0	0
31	33	41	19
32	18	13	16
33	24	39	31
34	5	4	4
35	2	10	8
36	6	7	11
37	121	109	126
38	11	7	9
39	9	5	7
40	7	11	4
41	175	174	177
42	4	5	3
43	61	62	60
44	7	8	5
45	9	19	15
46	6	2	16
47	21	16	16
48	5	4	10
49	51	47	34
50	79	75	63
51	2	4	1
52	82	90	102
53	25	19	18
54	29	29	22
55	1	6	5
56	0	2	3
57	123	137	122
58	59	46	54
59	11	5	14
60	4	4	2
61	0	0	1
62	13	12	10
63	19	8	9
64	27	18	20
65	11	8	8
66	21	10	21
67	59	66	65
68	7	1	5
69	1	4	1
70	3	3	3
71	12	11	9
72	56	58	64
73	3	3	1
74	7	4	3
75	1	1	1
76	32	34	37
77	0	0	0
78	1	2	2
79	16	17	23
80	4	4	4
81	11	11	18
82	28	18	11
83	8	5	9
84	14	9	12
85	214	224	170
86	4	8	4
87	63	54	42
88	106	103	104
89	2	3	4
90	4	4	2
91	76	55	68
92	14	12	15
93	22	14	23
94	31	33	24
95	5	7	20
96	7	4	7
97	60	59	60
98	19	24	17
99	10	10	8
100	5	3	5
101	109	109	118
102	42	37	48
103	38	32	32
104	8	1	4
105	24	19	32
106	23	18	19
107	7	4	6
108	0	0	0
109	8	7	9
110	9	7	10
111	7	13	8
112	0	0	0
113	2	2	5
114	26	27	19
115	0	0	0
116	6	7	13
117	0	0	1
118	8	8	8
119	17	17	12
120	111	111	100
121	3	3	3
122	5	3	1
123	248	237	283
124	38	23	17
125	77	58	65
126	9	8	11
127	20	14	10
128	7	7	2
129	13	12	13
130	0	0	0
131	19	28	18
132	12	13	16
133	17	22	19
134	204	240	222
135	21	23	23
136	0	0	0
137	6	2	4
138	87	81	93
139	7	5	6
140	14	11	13
141	68	69	71
142	10	14	8
143	7	10	8
144	259	243	253
145	56	41	41
146	0	0	0
147	0	0	0
148	12	10	6
149	272	265	253
150	8	10	3
151	9	12	11
152	15	21	13
153	25	25	32
154	158	153	133
155	40	43	22
156	1	7	4
157	4	4	7
158	7	10	4
159	1	2	1
160	7	5	4
161	110	98	74
162	37	35	48
163	1	2	3
164	16	10	18
165	1	3	4
166	2	0	0
167	17	15	23
168	45	43	34
169	26	22	21
170	5	9	4
171	13	7	8
172	6	8	8
173	35	57	38
174	153	122	144
175	1	2	0
176	14	8	10
177	3	3	1
178	0	0	0
179	5	4	5
180	0	0	0
181	1	3	3
182	6	8	4
183	2	1	1
184	2	0	1
185	12	8	7
186	15	19	18
187	13	17	9
188	0	0	0
189	2	3	1
190	4	8	6
191	4	3	4
192	2	0	2
193	70	59	69
194	7	5	8
195	3	0	4
196	2	1	2
197	0	0	0
198	1	3	4
199	9	13	9
200	0	0	0
201	53	51	39
202	3	0	0
203	62	73	65
204	46	56	45
205	9	10	10
206	16	16	10
207	0	1	0
208	22	26	15
209	6	12	9
210	2	2	4
211	0	2	2
212	8	9	10
213	63	49	56
214	123	124	93
215	2	2	2
216	33	35	23
217	2	2	0
218	9	19	17
219	20	15	24
220	8	4	9
221	346	360	406
222	54	32	42
223	9	7	7
224	25	25	21
225	438	365	370
226	1	3	3
227	9	8	8
228	16	22	25
229	1	4	3
230	5	7	9
231	0	0	0
232	19	16	25
233	0	1	0
234	0	0	0
235	22	16	17
236	13	25	19
237	48	42	42
238	12	7	6
239	3	0	1
240	14	17	15
241	4	9	17
242	12	10	7
243	0	0	0
244	0	1	2
245	0	0	0
246	0	0	1
247	17	33	36
248	13	9	14
249	1	0	1
250	7	6	6
251	25	29	24
252	43	17	19
253	3	3	2
254	14	16	15
255	63	82	79
256	1	2	0
257	27	18	20
258	39	49	46
259	23	21	9
260	6	4	7
261	11	5	8
262	19	25	27
263	1	6	7
264	36	30	35
265	17	6	9
266	9	14	18
267	28	36	31
268	20	19	21
269	4	5	4
270	4	4	5
271	0	0	0
272	16	17	24
273	4	5	11
274	2	3	2
275	2	3	2
276	1	1	2
277	68	56	69
278	366	337	356
279	129	118	141
280	3	1	5
281	21	14	18
282	119	100	115
283	57	41	58
284	23	17	13
285	157	181	176
286	42	54	43
287	78	71	93
288	9	10	10
289	55	62	63
290	1	5	1
291	4	1	2
292	20	17	18
293	2	4	2
294	0	3	3
295	178	159	145
296	9	10	13
297	80	73	54
298	146	157	159
299	32	33	25
300	1	4	3
301	15	14	22
302	13	10	7
303	1	0	1
304	44	55	51
305	76	54	59
306	40	26	29
307	12	13	10
308	2	2	2
309	3	7	4
310	25	16	29
311	108	110	99
312	259	233	252
313	791	878	849
314	44	40	29
315	9	9	8
316	9	7	9
317	29	48	26
318	2	5	1
319	22	23	18
320	31	33	39
321	20	15	20
322	0	0	0
323	14	15	9
324	7	5	4
325	13	15	11
326	9	3	8
327	86	76	91
328	9	12	8
329	2	3	3
330	12	10	14
331	22	19	33
332	0	0	0
333	7	5	7
334	2	2	0
335	15	9	11
336	17	22	16
337	12	9	6
338	20	31	21
339	1	0	0
340	7	11	2
341	37	28	18
342	10	1	4
343	72	59	45
344	7	6	6
345	17	21	14
346	12	5	8
347	2	2	2
348	33	31	28
349	20	20	21
350	44	48	43
351	967	998	1224
352	10	11	7
353	3	5	3
354	4	7	1
355	6	11	10
356	17	17	21
357	58	50	49
358	3	4	6
359	0	0	0
360	0	0	0
361	0	1	3
362	101	102	96
363	4	4	2
364	37	38	28
365	54	51	78
366	0	0	0
367	28	25	29
368	4	5	8
369	11	12	7
370	11	11	14
371	1	1	0
372	1	0	0
373	7	5	11
374	128	141	145
375	0	0	0
376	1	4	3
377	6	2	11
378	2	4	3
