	-30	-29	-28	-27	-26	-25	-24	-23	-22	-21	-20	-19	-18	-17	-16	-15	-14	-13	-12	-11	-10	-9	-8	-7	-6	-5	-4	-3	-2	-1	0	1	2
ALA	13993	13873	13753	14111	14070	13627	14060	13683	13483	13961	13890	13477	14297	13930	13903	14113	14116	13714	14310	14180	14135	14947	14148	14127	14560	13725	13625	14346	15040	11557	13105	10470	11913
ARG	10755	10393	10263	10770	10512	10324	10946	10505	10211	10965	10448	10338	11338	10933	10380	10977	10786	10068	10848	10624	10367	11020	10968	10634	11064	10974	10246	10490	10587	10312	10983	11752	8809
ASN	12474	12019	11781	12437	12133	11770	12434	12091	12000	12409	12134	11781	12330	12061	11818	13058	12525	11868	12242	12025	11810	12430	12129	12129	12955	12632	12130	13004	11681	12657	14907	16249	12837
ASP	15303	14989	15036	15257	14889	14739	15204	14669	14994	15113	14800	15063	15316	14941	14760	15199	14653	14848	15047	15106	15264	15533	15161	14804	15295	14587	14513	14247	14292	13346	15184	13069	17505
CYS	1937	1804	1698	1829	1723	1781	1833	1861	1787	1895	1786	1746	1834	1771	1754	1719	1685	1669	1799	1915	1778	1790	1862	1758	1849	1839	1727	1868	1858	1922	1646	1663	1179
GLN	10092	9898	9738	10133	9701	9865	10118	10246	9773	10239	10198	9616	10008	9826	9957	10095	10001	9949	10143	9661	9940	9954	10136	10080	10391	10478	10239	10540	9877	9603	9648	11913	10582
GLU	20385	19875	19858	20407	20021	19951	20450	20089	20116	20268	19664	20137	20105	19561	19905	19397	19326	19902	20154	19519	19926	20359	19478	19763	20172	18990	19595	18908	19416	18455	19498	17414	28919
GLY	12964	12526	12325	12939	12720	12274	12845	12737	12334	12992	12496	12343	13131	12594	12187	13221	13075	12379	12828	12703	12388	13028	13057	12759	12509	12524	11888	12280	13353	11251	9199	9989	9649
HIS	4168	4057	3907	4134	4146	3917	4158	4035	3974	4206	4036	3936	4194	4018	3922	4151	4182	3888	4086	4120	3981	4058	3997	3824	4083	4313	3998	4413	3846	3955	4001	5074	3678
ILE	13483	12809	12565	13422	12907	12909	13161	13005	13004	13443	13243	13028	13072	13179	12857	13879	13088	12933	13287	13124	12613	13124	12843	12794	13471	13109	12858	13467	13029	14473	16108	13851	12830
LEU	18291	17967	17829	18597	17816	17783	18618	17663	17928	18618	17985	17622	18742	18206	17933	18759	17998	17987	19002	18512	18127	18444	18085	17260	18605	18538	18177	18933	18749	19787	18542	17641	14777
LYS	20258	19960	19940	20235	20182	19826	20798	20024	19742	20440	20249	19783	20458	20377	20075	20828	20211	19709	20882	19479	19107	20081	19808	19746	20479	20350	19990	20536	19618	20396	22683	25298	24053
PHE	7793	7760	7533	8051	7507	7660	7883	7824	7446	7796	7668	7557	7392	7509	7684	7905	7535	7633	7830	7652	7481	7823	7682	7165	7617	7744	7653	8175	7889	8860	7934	8035	6206
PRO	9090	8992	8741	9183	8881	8838	9081	8913	8867	9192	8976	8973	9443	9115	8720	9659	9289	8948	9873	9200	8851	9334	8895	8901	9266	9152	9443	10403	8638	8750	8186	8911	8499
SER	16434	15981	15811	16536	16271	15731	16620	16142	15820	16786	16294	16118	16829	16066	15669	15992	15712	15727	16449	16057	16133	16720	16158	16073	16569	16282	16198	16729	16784	16616	15816	16755	13515
THR	12124	11904	11728	12066	11663	11711	12115	11982	11702	12312	11850	11726	12179	11558	11687	12198	12110	11636	12345	11897	11719	12427	11955	12209	12826	11680	11941	12762	12117	12019	13987	11885	11224
TRP	1858	1802	1690	1828	1746	1594	1777	1743	1747	1850	1858	1876	2045	1898	1777	1716	1668	1883	1804	1872	1738	1840	1844	1843	1932	1879	1826	1822	1766	2078	1777	1144	1375
TYR	6478	6478	6231	6697	6331	6361	6447	6494	6253	6670	6331	6288	6580	6497	6245	6488	6425	6447	6568	6565	6506	6328	6220	6026	6375	6542	6359	7035	6868	6953	6649	7766	5700
VAL	13443	12946	12931	13006	13161	12977	13394	12842	12588	13014	12912	12642	13021	12920	12905	13164	12841	13108	13292	13356	12864	13714	13122	12902	13080	12662	12551	13232	12556	12029	12794	9300	12697
TERM	197	208	191	193	171	188	180	170	186	195	211	176	355	391	163	185	148	167	155	148	135	146	159	152	123	136	137	143	130	145	122	146	168
MET	3303	3283	3142	3293	3234	3103	3261	3289	3205	3248	3237	3129	3330	3287	3271	3347	3204	3274	3270	3052	3065	3291	3264	3183	3328	2977	3209	3400	3165	3321	4139	3154	2554
