cds_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	rna_id	gene_id
XP_019330650.1	49.8085664195499	0.861362658939682	0.30900681422796	2.78751994868384	0.00531131840799001	0.381150221945653	XM_019475105.1	RPS27A
XP_722728.2	514.651200279762	0.431364185925015	0.155052778059181	2.78204745070979	0.00540171417206076	0.381150221945653	XM_717635.2	CAALFM_C401300WA
XP_723202.1	50.4066399489209	-0.876583469054246	0.314751428542862	-2.78500235284833	0.00535273346559462	0.381150221945653	XM_718109.1	WOR2
XP_019330950.1	65.2078824141979	-0.737693235866193	0.266304853095424	-2.77010811966637	0.00560376876130624	0.385992929201403	XM_019475405.1	COF1
XP_720953.2	406.18360012987	-0.534861643625345	0.193668697279505	-2.76173512363449	0.00574951017515639	0.386821696202963	XM_715860.2	SCH9
XP_715340.1	40.7085470676848	0.821902795331649	0.299862259303175	2.7409344451736	0.0061264729406963	0.393864138165208	XM_710247.2	CAALFM_C203020CA
XP_720652.2	717.047324003616	0.363348375267924	0.132537686322586	2.74147214539087	0.00611645465331817	0.393864138165208	XM_715559.2	CAALFM_C503150WA
XP_713565.1	53.0535693290371	0.925833017697241	0.33989658962105	2.7238667464403	0.00645225336619974	0.405790630182953	XM_708472.1	MRPL37
XP_710679.2	44.6631739958514	0.779084112355483	0.289228729246279	2.69366087658634	0.00706720302358994	0.435008901005227	XM_705587.2	ERG24
XP_718661.1	97.0788230622253	0.589410734942813	0.219688832300815	2.68293444309334	0.00729792945728331	0.439852289998346	XM_713568.1	CAALFM_CR00290WA
XP_712731.1	57.0393061161228	-0.686101302371829	0.256884443267472	-2.67085578887099	0.0075658143696472	0.446691856558966	XM_707638.1	SOL1
XP_719958.2	38.0180269347839	0.836396270708306	0.316109266313442	2.64590874055229	0.00814717927318922	0.471395792746728	XM_714865.2	SLD1
XP_720555.2	132.41022469783	0.499074663278453	0.18957549886497	2.63259053130032	0.00847364367412333	0.480671591161545	XM_715462.2	CAALFM_C502380WA
XP_718462.2	231.068110229249	0.604211283285295	0.23023780676084	2.62429221241201	0.00868292550315226	0.483071220781144	XM_713369.2	ACP1
XP_711880.1	122.565018184624	0.563760994427675	0.216316628151038	2.60618427370291	0.00915571895470752	0.499764055395639	XM_706787.1	CAALFM_C108470WA
XP_019330941.1	55.8112885796791	0.790100348566768	0.305273386581155	2.58817303865015	0.00964864976965218	0.50106524788355	XM_019475396.1	CAALFM_C406290WA
XP_714923.2	94.3164017795451	0.565515775623218	0.219031591141969	2.58189137317945	0.00982605076201541	0.50106524788355	XM_709830.2	RPC40
XP_714927.2	304.479513652789	-0.53126492865586	0.205895215244285	-2.58026845366726	0.00987235365688294	0.50106524788355	XM_709834.2	RXT3
XP_717919.2	242.085241586972	0.420062568875129	0.162760566792084	2.58086204265762	0.00985539569629343	0.50106524788355	XM_712826.2	CAALFM_CR01260WA
XP_019331057.1	495.954527778384	0.47730824639582	0.186128656416288	2.56439956955522	0.0103354485309319	0.503460549748099	XM_019475512.1	CAALFM_CR01490CA
XP_719101.2	97.215487698678	-0.608708653046048	0.236901341862408	-2.56946055375062	0.0101856987326571	0.503460549748099	XM_714008.2	WSC2
XP_720517.1	770.133760220643	-0.480307362418439	0.187557754969696	-2.56085045641565	0.0104416290995112	0.503460549748099	XM_715424.2	PGA59
XP_711992.2	1295.17892774165	0.389694536525701	0.153478810254875	2.53907712653332	0.0111145318123657	0.527120336609408	XM_706899.2	GLN1
XP_019330671.1	381.579460649272	0.381170642790028	0.151371569278924	2.5181125135042	0.0117985624714142	0.541797479838115	XM_019475126.1	CAALFM_C107340WA
XP_713901.2	272.103357944255	-0.413613548492203	0.164121321439413	-2.52016949939617	0.011729833493379	0.541797479838115	XM_708808.2	CAALFM_C111200WA
XP_717828.1	43.4088950608877	-0.727392945752701	0.291877138448172	-2.49212031343065	0.0126983015394838	0.574002911776978	XM_712735.1	CAALFM_C300160CA
XP_720463.1	1506.15600501269	0.431953024978921	0.175166077154241	2.46596277085413	0.0136645535823641	0.598962932026958	XM_715370.1	HCA4
XP_720913.2	403.330146933132	-0.391049194023914	0.158550227807748	-2.46640575312251	0.0136476638476355	0.598962932026958	XM_715820.2	PYC2
XP_019330666.1	140.968163434484	-0.51426623237502	0.209590800684971	-2.45366796011241	0.0141407484725573	0.604825814302273	XM_019475121.1	MMD1
XP_717119.1	72.5363035075019	-0.578214791980579	0.235837822423093	-2.45174750190519	0.0142164380824592	0.604825814302273	XM_712026.1	FGR29
XP_712346.2	417.893779522553	-0.403819410143589	0.165665621310242	-2.43755709211	0.0147868790116512	0.619977405517493	XM_707253.2	FRE7
XP_720515.1	787.691489035124	-0.451895073685344	0.186929271110597	-2.41746555261525	0.0156290132368474	0.645924789917134	XM_715422.1	PGA62
XP_720421.1	66.7294147166123	-0.587211631894296	0.244944698294646	-2.3973232977998	0.0165153445903749	0.672942139435982	XM_715328.1	RHD2
XP_718671.1	142.074689567667	-0.498919761012082	0.209938419899754	-2.37650526878461	0.0174775117906433	0.702256133476822	XM_713578.1	PCK1
XP_019330658.1	2477.44021405048	0.480984211809589	0.208960007935582	2.30180031366512	0.0213464358675018	0.703124902710402	XM_019475113.1	RPS14B
XP_019330714.1	63.5569863658734	0.581385564109642	0.250142868518105	2.3242140283826	0.0201140258111721	0.703124902710402	XM_019475169.1	CAALFM_C112820CA
XP_019331019.1	194.967611407926	-0.406295065976209	0.175852174111655	-2.31043527342594	0.0208640681345658	0.703124902710402	XM_019475474.1	GBP2
XP_019331100.1	1779.9793876207	0.35294977787588	0.153785968371968	2.29507140093683	0.0217290327412082	0.703124902710402	XM_019475555.1	RPS27
XP_710211.2	239.078640883532	-0.385549082758661	0.165585317225347	-2.32840138980416	0.0198907999310832	0.703124902710402	XM_705119.2	ARO2
XP_710709.1	178.151858686084	0.571641810273245	0.244420759631279	2.33876128662555	0.0193477913335543	0.703124902710402	XM_705617.1	RPC19
XP_710786.2	429.211708788723	0.342140476094345	0.147486355582138	2.31981104112238	0.0203511015353445	0.703124902710402	XM_705694.2	CHR1
XP_712313.2	202.849146628801	-0.410382530321774	0.174413887008094	-2.35292348196293	0.0186264666028683	0.703124902710402	XM_707220.2	PKH3
XP_713575.2	190.4431816347	0.409895173517702	0.175953996287727	2.32955876061732	0.019829483921896	0.703124902710402	XM_708482.2	CAALFM_C104780CA
XP_714437.2	145.006970682935	-0.484118407811169	0.207670655169898	-2.33118351466222	0.0197436850342899	0.703124902710402	XM_709344.2	IPP1
XP_714466.2	136.052764364583	0.456847522979128	0.193817927882162	2.357096311838	0.0184184691466065	0.703124902710402	XM_709373.2	MSU1
XP_714620.2	64.2040202875429	0.614328362245594	0.267200522871989	2.29912859317235	0.0214976382916567	0.703124902710402	XM_709527.2	CAALFM_C501710CA
XP_717803.1	42.1165234740063	-0.712266029478227	0.31039802409114	-2.29468609397168	0.021751120305969	0.703124902710402	XM_712710.1	CAALFM_C300360WA
XP_721016.1	42.4182742899983	-0.682793576487109	0.288658769722367	-2.36540042467382	0.018010585864989	0.703124902710402	XM_715923.1	HOG1
XP_722538.2	1120.35568268863	-0.490089701424045	0.213763055263568	-2.29267728616513	0.0218665911667038	0.703124902710402	XM_717445.2	MSB2
XP_722576.1	380.708451690776	0.395895531921886	0.17241536531228	2.29617314677748	0.0216659832886512	0.703124902710402	XM_717483.1	SAM37
XP_723093.2	48.5817098600904	-0.654107073230999	0.285318544223681	-2.29255015656535	0.0218739167797913	0.703124902710402	XM_718000.2	ATF1
XP_723578.1	972.930291234216	0.33136067063201	0.143405945335939	2.31064806870993	0.0208523018542054	0.703124902710402	XM_718485.1	RPA34
XP_713919.1	645.457849578015	0.483246420652503	0.212251636597497	2.27676181158926	0.0228004531285888	0.716975118489211	XM_708826.1	CAALFM_C111000CA
XP_722138.1	368.210283630102	-0.358434469187134	0.157174893932694	-2.28048169919951	0.0225791349812983	0.716975118489211	XM_717045.1	BNI1
XP_711879.1	47.1590263015648	0.663367992921062	0.292182381537362	2.27039012219235	0.023183923280141	0.721194516660731	XM_706786.2	UPC2
XP_721480.1	111.021618031768	0.508570699274672	0.224774403295147	2.26258280221916	0.0236614192611774	0.728217935346663	XM_716387.1	CAALFM_C102910CA
XP_723553.2	208.882510420576	-0.419671489672986	0.185871262349175	-2.25786108282084	0.0239543215712881	0.72947212953407	XM_718460.2	SFU1
XP_711263.2	109.846820237405	-0.474904119094993	0.211336115316858	-2.24715079286361	0.0246303917293442	0.742247117427008	XM_706171.2	FET31
XP_717940.1	51.2608074557123	-0.657313752089014	0.293067835470808	-2.24287237469459	0.0249050456560083	0.742786567864248	XM_712847.1	LAG1
XP_721310.2	80.7669705839878	-0.518585740935239	0.231746049306493	-2.23773282214356	0.02523848351122	0.745050334673056	XM_716217.2	CAALFM_C702420CA
XP_019330657.1	234.498526627978	-0.359631011414599	0.163006333946116	-2.20623949210146	0.027367235486872	0.751102122027441	XM_019475112.1	HAC1
XP_019330964.1	1121.82090883031	-0.322382464327149	0.146503470935223	-2.20051076107059	0.0277706772988078	0.751102122027441	XM_019475419.1	INT1
XP_710311.1	54.5258291621873	0.612914215267237	0.276845486271133	2.2139216482185	0.0268341692613529	0.751102122027441	XM_705219.2	GDH3
XP_710527.1	116.492640724615	-0.547829267273641	0.250205110404816	-2.18952069518999	0.0285590160466708	0.751102122027441	XM_705435.1	CAALFM_C500030WA
XP_713352.2	83.8136912048544	-0.496662489844441	0.226696829463328	-2.19086650228068	0.0284614544330082	0.751102122027441	XM_708259.2	CAALFM_C400420CA
XP_714850.2	60.9307343582863	0.58306958862209	0.262740394628849	2.2191851749547	0.0264741292332255	0.751102122027441	XM_709757.2	CAALFM_C207040WA
XP_715245.1	2218.27362953069	0.438259496112616	0.199555047388922	2.19618346840645	0.0280788141461906	0.751102122027441	XM_710152.1	CAALFM_C703850WA
XP_716225.1	718.166345856469	-0.3802090891699	0.173311757079532	-2.19378705505491	0.0282507218750957	0.751102122027441	XM_711132.1	ACO1
XP_716724.1	94.5152297770184	-0.482291735642641	0.218656297752612	-2.20570704159779	0.0274045185670202	0.751102122027441	XM_711631.2	PTK2
XP_716992.1	971.40951058325	0.350240393156543	0.157571597413916	2.2227381006776	0.0262334651518797	0.751102122027441	XM_711899.2	ENA21
XP_717941.1	137.93594754792	0.425847945714588	0.193562785720465	2.20005071806303	0.0278032968224741	0.751102122027441	XM_712848.1	CAALFM_CR01050CA
XP_722662.2	49.7196314138952	-0.653680802750857	0.293385340413733	-2.2280622536526	0.0258763639381314	0.751102122027441	XM_717569.2	RFX2
XP_716728.1	73.4717351081761	-0.545639091319593	0.250370586267748	-2.17932585234307	0.0293074700346769	0.763842439732614	XM_711635.2	MAE1
XP_710192.2	167.215755409504	-0.397095874408683	0.182525760540959	-2.17556071664511	0.0295881234218017	0.764271795172075	XM_705100.2	PEX14
XP_721352.1	61.3858606402265	-0.608778858066526	0.280513885728622	-2.17022717604603	0.029989640304438	0.767787870803002	XM_716259.2	CUP9
XP_713425.2	58.1623195756655	0.56271773305365	0.26056517469281	2.15960453547585	0.0308032970231233	0.770637172702486	XM_708332.2	CAALFM_CR02300CA
XP_716344.1	331.054676411706	0.375759917075296	0.174094986637136	2.158361503301	0.0308997363448403	0.770637172702486	XM_711251.1	CAALFM_C111920WA
XP_720342.1	352.265648049543	0.336597971198751	0.155951005921946	2.15835716614241	0.0309000732919075	0.770637172702486	XM_715249.1	NOP15
XP_711044.1	37.3644586921366	0.684662718703004	0.320261155978687	2.13782628933172	0.0325308444844127	0.778870881753935	XM_705952.2	PTC6
XP_713338.1	159.554152703287	-0.408286149642625	0.190576285313284	-2.14237647129838	0.032163199674892	0.778870881753935	XM_708245.2	SWI1
XP_716242.1	197.301804569927	0.366168527068066	0.17132565516668	2.13726617132633	0.0325763486665144	0.778870881753935	XM_711149.1	CAALFM_CR08350WA
XP_719859.1	2642.91074436158	-0.306495957157451	0.142585943030401	-2.1495524077861	0.0315906364031395	0.778870881753935	XM_714766.1	SLK19
XP_722569.1	197.721434074645	0.467241698104628	0.217901151880275	2.14428282766194	0.032010231906597	0.778870881753935	XM_717476.2	CAALFM_C202090WA
XP_019331014.1	39.1772571446872	-0.643882857550876	0.306534986625846	-2.10051995903748	0.0356831267538549	0.781174547201156	XM_019475469.1	CAALFM_C604100WA
XP_019331043.1	145.671447274903	-0.386947896640003	0.183147421603571	-2.11276737205488	0.0346206836195093	0.781174547201156	XM_019475498.1	CAALFM_C704260WA
XP_709983.2	70.7272695827726	0.505528692721334	0.239800088080567	2.10812555061067	0.0350201308773166	0.781174547201156	XM_704891.2	CAALFM_C206650CA
XP_711883.1	541.542739328736	-0.374028046955808	0.17564777208428	-2.12942095716614	0.0332194480897769	0.781174547201156	XM_706790.2	ENO1
XP_712106.2	316.587286374109	-0.371175463007845	0.176293352552261	-2.10544219412818	0.0352528341758513	0.781174547201156	XM_707013.2	FLO8
XP_712321.1	107.879024571414	0.450793064360319	0.217042245115427	2.0769830505604	0.0378031236115319	0.781174547201156	XM_707228.2	CAALFM_C600430CA
XP_712804.1	439.607424704056	-0.433262208511979	0.208069581390428	-2.08229480550063	0.0373155500972947	0.781174547201156	XM_707711.1	CAALFM_C205640WA
XP_713900.1	148.3272005993	-0.411755971129376	0.196650055770101	-2.09385128072757	0.0362732303727854	0.781174547201156	XM_708807.2	GAP4
XP_714224.2	101.044476271069	-0.458521506034665	0.21948339892287	-2.08909424714986	0.0366992401182795	0.781174547201156	XM_709131.2	CAALFM_CR08000CA
XP_714549.2	119.799132134722	-0.439143476261925	0.211154718631744	-2.07972371684384	0.0375508814381675	0.781174547201156	XM_709456.2	LEU42
XP_714936.1	54.1807197390779	0.574548334695692	0.271948330453526	2.11271138799611	0.0346254779869995	0.781174547201156	XM_709843.2	COQ5
XP_716591.1	270.859307285092	0.350839210687603	0.168406428026623	2.0832887128996	0.0372249149505506	0.781174547201156	XM_711498.1	RCT1
XP_719173.2	168.349521144462	0.422667546267095	0.202963075658872	2.08248492931537	0.0372981980519127	0.781174547201156	XM_714080.2	BMT4
XP_720474.2	43.7817714141686	-0.615941948776064	0.293927352591921	-2.09555845464718	0.0361213779082963	0.781174547201156	XM_715381.2	CAALFM_C402740WA
XP_721025.1	444.654936478315	-0.346983700012752	0.163502789741751	-2.12218825477415	0.033821932461768	0.781174547201156	XM_715932.1	ROM2
XP_722124.2	83.291874589589	0.482595335410393	0.228068704059838	2.11600858346517	0.034344077556914	0.781174547201156	XM_717031.2	CAALFM_C112830CA
XP_722566.2	234.081373726279	-0.361099956998844	0.173647943704164	-2.07949457561118	0.0375719158573361	0.781174547201156	XM_717473.2	CAALFM_C202050CA
XP_722769.2	317.325866559148	-0.348007811723603	0.165409216662674	-2.10392031801535	0.0353853983048788	0.781174547201156	XM_717676.2	ARO1
XP_723451.1	351.609057899515	-0.770685604453818	0.370637447778603	-2.07935169280083	0.0375850371086155	0.781174547201156	XM_718358.1	PGA6
XP_019331003.1	80.10696749521	0.494760318688523	0.239339821677039	2.0671876297967	0.0387164773688831	0.788646602448301	XM_019475458.1	FPG1
XP_710533.1	111.894200097276	-0.470167821674344	0.227638397800422	-2.06541526481202	0.0388837254662537	0.788646602448301	XM_705441.1	HIS7
XP_710836.2	721.47812913737	-0.28630621085131	0.139801199133118	-2.04795246840973	0.0405646569951376	0.788646602448301	XM_705744.2	CDS
XP_711298.1	471.789704045377	0.408801413882815	0.199597021353576	2.04813384042763	0.040546886872563	0.788646602448301	XM_706206.1	CAALFM_CR09660WA
XP_713143.1	75.4935813060026	0.496922739285245	0.242084873474294	2.05267983973403	0.0401036385531957	0.788646602448301	XM_708050.1	RCL1
XP_718467.1	47.6764563280639	0.6330566205532	0.307165475785982	2.06096280492891	0.0393065887184119	0.788646602448301	XM_713374.1	CHS7
XP_719068.2	418.355760956367	-0.396081176560168	0.192569277413503	-2.05682433812983	0.0397031260736926	0.788646602448301	XM_713975.2	TUP1
XP_721848.2	54.7766353387322	0.550473173846841	0.267498286118057	2.05785682531026	0.0396038792848254	0.788646602448301	XM_716755.2	CAALFM_C504550WA
XP_723433.2	46.4903588522392	0.596838770729143	0.291509620834102	2.04740676833031	0.0406181623798123	0.788646602448301	XM_718340.2	HEM14
XP_712932.1	72.1082451441278	-0.571782795542485	0.280076856919067	-2.04152103759044	0.0411990649757305	0.789330430296611	XM_707839.1	LYS22
XP_717103.2	828.550659982367	0.362400333520629	0.177285002335495	2.04416802745006	0.0409369505748499	0.789330430296611	XM_712010.2	ECM1
XP_019331033.1	37.651012682964	0.631435471042635	0.311217597071494	2.0289195629821	0.0424664838390158	0.795148856228595	XM_019475488.1	TOM7
XP_019331051.1	237.067826632168	0.393648071357492	0.194218265559374	2.02683341972875	0.0426794514273157	0.795148856228595	XM_019475506.1	CAALFM_CR00910WA
XP_710717.1	2351.58694501897	0.301237741734562	0.149199431973939	2.01902740345003	0.0434843713570827	0.795148856228595	XM_705625.1	CAALFM_C110620WA
XP_711046.1	51.5469106743739	-0.574024603528625	0.285819977499074	-2.00834318353581	0.0446068359818744	0.795148856228595	XM_705954.1	YHB1
XP_711543.1	95.5087371676168	-0.424179380429435	0.214377838727507	-1.9786531245359	0.0478550740096222	0.795148856228595	XM_706451.1	FRE10
XP_711575.2	346.604396149213	0.338905547208354	0.170863455756849	1.98348760831948	0.0473129898677341	0.795148856228595	XM_706483.2	CAALFM_C112660WA
XP_712104.2	1093.83523930881	0.278589329454208	0.140296156565333	1.98572317499286	0.04706407025621	0.795148856228595	XM_707011.2	NOP8
XP_712650.2	3212.00971268774	0.339547046857954	0.168970905073709	2.00950007760115	0.0444841264637556	0.795148856228595	XM_707557.2	URA2
XP_713013.2	424.719838105954	-0.322720672894387	0.161358205262871	-2.00002641556801	0.0454974115676094	0.795148856228595	XM_707920.2	CAALFM_C111730WA
XP_713348.1	220.433374036783	-0.358027737856232	0.181722504958138	-1.97018931661055	0.0488166774879025	0.795148856228595	XM_708255.2	MNR2
XP_713635.1	6236.85933982639	0.297368540288348	0.149190235525657	1.99321717832671	0.0462376708482911	0.795148856228595	XM_708542.1	CAALFM_C103790CA
XP_714237.2	238.265934806989	-0.376570920592896	0.186916056726548	-2.0146526049595	0.0439410614516429	0.795148856228595	XM_709144.2	EFG1
XP_714424.2	105.472220224693	-0.404217073193673	0.201701500772385	-2.00403602177369	0.045066201884922	0.795148856228595	XM_709331.2	MP65
XP_715387.2	274.318181030414	-0.363210084089072	0.183289193572584	-1.9816230133897	0.0475214494983281	0.795148856228595	XM_710294.2	VID21
XP_715723.1	42.6287667767203	0.604260804247218	0.301563978712777	2.00375657207634	0.0450961429447102	0.795148856228595	XM_710630.2	CLN3
XP_716348.1	94.9892778205643	0.435817819607505	0.217775976467515	2.00122082645105	0.0453685975361979	0.795148856228595	XM_711255.1	CAALFM_C111880WA
XP_716446.1	168.700970363972	0.39268157267451	0.19468985651002	2.01695958748781	0.0436997308214674	0.795148856228595	XM_711353.1	ERG13
XP_718219.1	233.384897316179	-0.35017226141482	0.17277572079819	-2.02674461317303	0.0426885374045589	0.795148856228595	XM_713126.2	MET6
XP_718695.1	66.9411719684257	-0.485829763985547	0.245829165314114	-1.97629017437686	0.0481219218065698	0.795148856228595	XM_713602.1	INO2
XP_718984.2	180.165067773342	-0.422695771971537	0.214908244605266	-1.96686624446599	0.0491986329985892	0.795148856228595	XM_713891.2	NRM1
XP_719136.2	51.2391603851924	0.542332656577587	0.274197254069292	1.97789236955865	0.0479408499470902	0.795148856228595	XM_714043.2	CAALFM_C602960WA
XP_719378.1	138.389623765236	-0.386644139925738	0.195445215602825	-1.97827375171699	0.0478978325644995	0.795148856228595	XM_714285.1	CAALFM_CR10400WA
XP_719894.1	2411.95014256206	-0.324213165980078	0.162940480857562	-1.98976438681002	0.0466168962175885	0.795148856228595	XM_714801.1	SSN6
XP_720337.1	237.328107781739	-0.338080256889784	0.171845443365347	-1.96735072090924	0.0491427913716645	0.795148856228595	XM_715244.1	RIM15
XP_720611.1	71.5199260924533	0.492517827273571	0.246730330481788	1.9961786875243	0.0459144764173317	0.795148856228595	XM_715518.2	GAP1
XP_721409.1	572.363012509743	-0.315835426420363	0.160424822687223	-1.96874412032944	0.0489824820480621	0.795148856228595	XM_716316.1	BEM2
XP_721863.2	62.9418906589336	-0.501443690452702	0.248783129504925	-2.01558558834182	0.0438433280225458	0.795148856228595	XM_716770.2	PSD2
XP_722715.2	547.042323764632	-0.333328834102875	0.16890386080507	-1.97348262209095	0.0484406025403244	0.795148856228595	XM_717622.2	CAALFM_C401420WA
XP_712493.2	58.7055256943601	-0.505649973408301	0.260225349577715	-1.94312342832415	0.05200124693368	0.800210677548597	XM_707400.2	CAALFM_C602140WA
XP_713795.1	2975.06785953	0.297121046067712	0.152539588766777	1.94782907486391	0.0514354185902495	0.800210677548597	XM_708702.2	KRR1
XP_715731.1	249.611612645614	0.326850874384362	0.168078895214689	1.94462769383908	0.0518198037006761	0.800210677548597	XM_710638.1	CCW14
XP_716301.1	199.160098388635	0.355990661288921	0.181761058669846	1.95856397346116	0.0501638721644082	0.800210677548597	XM_711208.1	CSI2
XP_716629.1	130.166194868082	-0.371280018016728	0.190795715066849	-1.94595574584389	0.0516600557277991	0.800210677548597	XM_711536.1	PBS2
XP_717599.2	173.253825848099	0.351055186689792	0.179061567936571	1.96052782702174	0.0499341287812952	0.800210677548597	XM_712506.2	ADE5%2C7
XP_717763.1	112.719049751813	0.492625594819688	0.25292817681784	1.94768966043068	0.0514521080339151	0.800210677548597	XM_712670.2	SWD1
XP_719033.1	67.474793530414	0.466253770193307	0.239902212392689	1.9435159248557	0.051953853168544	0.800210677548597	XM_713940.2	CAALFM_C100380CA
XP_719885.1	189.198349574743	-0.373297771232535	0.192053538185077	-1.9437172298945	0.0519295597052056	0.800210677548597	XM_714792.1	CAALFM_C307110WA
XP_710373.2	325.49119021492	-0.331801889500989	0.171124896386951	-1.93894574376081	0.0525079450868778	0.803732725589088	XM_705281.2	CAALFM_C206740WA
