	F0	F1	F2
0	25	33	41
1	0	0	0
2	61	73	61
3	89	106	83
4	34	39	24
5	21	27	29
6	8	4	5
7	17	29	17
8	35	34	27
9	5	5	8
10	35	33	18
11	74	89	82
12	54	37	28
13	749	829	890
14	5	8	8
15	456	468	449
16	0	1	0
17	1	0	0
18	92	74	84
19	23	17	33
20	27	20	18
21	4	6	11
22	0	0	0
23	8	8	5
24	1	5	2
25	20	21	7
26	2	8	5
27	216	172	185
28	5	14	11
29	4	5	0
30	1	1	0
31	28	33	27
32	34	31	29
33	38	53	60
34	8	2	3
35	6	9	5
36	8	11	13
37	142	148	144
38	10	11	11
39	12	6	4
40	11	6	6
41	210	188	238
42	4	3	3
43	32	38	29
44	7	11	2
45	23	16	13
46	12	8	6
47	21	29	16
48	4	5	3
49	92	85	79
50	79	74	51
51	0	3	0
52	122	118	128
53	21	23	22
54	22	21	26
55	5	7	10
56	0	0	2
57	181	172	170
58	90	97	53
59	11	14	16
60	3	2	8
61	3	2	0
62	11	13	7
63	32	17	26
64	11	13	8
65	10	16	11
66	9	11	20
67	128	122	132
68	3	3	11
69	1	7	1
70	0	0	0
71	23	20	20
72	97	92	83
73	3	8	8
74	6	6	12
75	4	4	2
76	42	42	43
77	1	1	1
78	0	4	2
79	50	40	31
80	1	4	4
81	12	9	10
82	50	47	40
83	16	13	16
84	18	24	24
85	246	256	235
86	6	11	13
87	54	52	39
88	175	160	153
89	2	1	1
90	6	6	5
91	85	58	65
92	17	32	20
93	37	22	28
94	66	52	63
95	6	9	5
96	8	5	8
97	69	71	65
98	57	52	43
99	20	11	13
100	3	4	11
101	186	189	179
102	84	66	74
103	74	47	40
104	7	9	8
105	17	16	23
106	34	35	25
107	8	11	13
108	1	0	0
109	4	12	12
110	7	7	2
111	14	11	9
112	0	0	0
113	5	6	5
114	27	32	28
115	0	0	1
116	12	6	13
117	0	0	1
118	16	8	9
119	19	20	30
120	229	191	179
121	11	8	10
122	2	5	0
123	383	341	371
124	60	59	52
125	141	125	137
126	18	16	16
127	20	21	13
128	17	7	4
129	32	22	27
130	0	0	0
131	21	22	21
132	21	16	14
133	32	34	36
134	181	223	196
135	37	42	50
136	0	0	1
137	3	5	9
138	131	116	139
139	7	7	6
140	18	13	23
141	152	127	125
142	10	15	17
143	22	27	15
144	293	270	288
145	74	62	55
146	0	0	0
147	2	3	2
148	5	15	3
149	318	303	242
150	14	20	11
151	19	28	17
152	20	20	22
153	33	41	38
154	196	211	176
155	50	59	29
156	1	2	1
157	2	1	5
158	9	11	4
159	4	1	3
160	12	13	9
161	175	206	159
162	51	51	81
163	0	1	2
164	8	16	13
165	0	0	3
166	3	5	2
167	29	32	27
168	45	46	52
169	33	32	40
170	4	2	1
171	20	27	19
172	12	15	8
173	49	38	37
174	226	170	217
175	0	0	0
176	15	20	18
177	2	2	0
178	0	0	0
179	7	3	9
180	0	0	0
181	2	1	3
182	6	5	8
183	0	1	0
184	1	2	0
185	19	21	27
186	23	35	41
187	10	19	23
188	0	0	0
189	7	6	11
190	18	12	14
191	7	2	1
192	1	0	1
193	104	108	133
194	4	4	7
195	3	1	1
196	0	1	1
197	0	0	0
198	3	4	4
199	18	19	31
200	2	3	1
201	131	112	122
202	0	0	2
203	121	95	65
204	70	71	57
205	5	10	9
206	11	14	19
207	0	0	0
208	31	27	21
209	9	8	11
210	8	3	5
211	4	3	3
212	21	11	10
213	97	72	100
214	152	134	126
215	1	1	2
216	34	44	40
217	2	1	1
218	22	26	21
219	32	23	23
220	10	9	16
221	296	330	327
222	86	67	62
223	11	8	13
224	41	58	60
225	311	319	252
226	11	10	5
227	45	45	61
228	23	32	24
229	9	8	7
230	11	15	13
231	0	0	0
232	26	37	29
233	0	0	0
234	0	1	0
235	31	36	41
236	27	42	36
